h_date;h_Pers.;d_date;d_Pers.;M_date;M_Pers.;Y_date;Y_Pers.
;;;;;;2009;2.00
;;;;;;2010;2.10
;;;;;;2011;2.10
;;;;;;2012;2.20
;;;;;;2013;2.20
;;;;;;2014;2.20
;;;;;;2015;2.20
;;;;;;2016;2.20
;;;;;;2017;2.20
;;;;;;2018;2.20
;;;;;;2019;2.10
;;;;;;2020;2.10
;;;;;;2008;4.40
;;;;;;2009;4.40
;;;;;;2010;4.10
;;;;;;2011;3.90
;;;;;;2012;4.10
;;;;;;2013;4.30
;;;;;;2014;4.30
;;;;;;2015;4.20
;;;;;;2016;4.40
;;;;;;2017;4.60
;;;;;;2018;4.50
;;;;;;2019;4.40
;;;;;;2020;4.40
