h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2014;134162753.00
;;;;;;2015;134975775.00
;;;;;;2016;144852557.00
;;;;;;2017;148807760.00
;;;;;;2018;149722297.00
;;;;;;2019;162056342.00
;;;;;;2020;162707818.00
;;;;;;2021;163711848.00
