h_date;h_Pers.;d_date;d_Pers.;M_date;M_Pers.;Y_date;Y_Pers.
;;;;;;2011;458.30
;;;;;;2012;439.10
;;;;;;2013;433.90
;;;;;;2014;447.40
;;;;;;2015;458.20
;;;;;;2016;471.20
;;;;;;2017;460.60
;;;;;;2018;460.00
;;;;;;2019;463.90
;;;;;;2020;444.40
;;;;;;2010;441.20
;;;;;;2011;480.60
;;;;;;2012;480.00
;;;;;;2013;469.20
;;;;;;2014;481.10
;;;;;;2015;465.70
;;;;;;2016;510.60
;;;;;;2017;485.90
;;;;;;2018;474.20
;;;;;;2019;497.80
;;;;;;2020;487.50
