h_date;h_Mio.Fr.;d_date;d_Mio.Fr.;M_date;M_Mio.Fr.;Y_date;Y_Mio.Fr.
;;;;;;2019;39.60
;;;;;;2020;39.00
;;;;;;2018;15.40
;;;;;;2019;16.30
;;;;;;2020;14.90
