h_date;h_Mio.Fr.;d_date;d_Mio.Fr.;M_date;M_Mio.Fr.;Y_date;Y_Mio.Fr.
;;;;;;2011;264.00
;;;;;;2012;262.30
;;;;;;2013;260.00
;;;;;;2014;258.60
;;;;;;2015;257.00
;;;;;;2016;255.30
;;;;;;2018;252.70
;;;;;;2019;251.20
;;;;;;2020;249.60
;;;;;;2021;247.20
;;;;;;2010;176.80
;;;;;;2011;175.50
;;;;;;2012;174.10
;;;;;;2013;173.00
;;;;;;2014;168.50
;;;;;;2015;168.00
;;;;;;2016;168.10
;;;;;;2018;167.50
;;;;;;2019;167.20
;;;;;;2020;167.00
;;;;;;2021;166.90
