h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2015;168.00
;;;;;;2016;250.00
;;;;;;2017;245.00
;;;;;;2018;237.00
;;;;;;2019;262.00
;;;;;;2020;272.00
;;;;;;2021;269.00
;;;;;;2014;172.00
;;;;;;2015;168.00
;;;;;;2016;250.00
;;;;;;2017;245.00
;;;;;;2018;237.00
;;;;;;2019;262.00
;;;;;;2020;272.00
;;;;;;2021;269.00
