h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2014;47.10
;;;;;;2015;49.50
;;;;;;2016;45.90
;;;;;;2017;47.30
;;;;;;2018;46.50
;;;;;;2019;43.10
;;;;;;2013;60.80
;;;;;;2014;55.30
;;;;;;2015;59.40
;;;;;;2016;57.50
;;;;;;2017;55.50
;;;;;;2018;61.70
;;;;;;2019;55.60
