h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2011;8601.00
;;;;;;2012;8825.00
;;;;;;2013;8918.00
;;;;;;2014;9061.00
;;;;;;2015;9471.00
;;;;;;2016;9902.00
;;;;;;2017;10108.00
;;;;;;2018;10126.00
;;;;;;2019;10217.00
;;;;;;2020;10453.00
;;;;;;2021;10565.00
;;;;;;2010;938.00
;;;;;;2011;1022.00
;;;;;;2012;1109.00
;;;;;;2013;1149.00
;;;;;;2014;1177.00
;;;;;;2015;1316.00
;;;;;;2016;1367.00
;;;;;;2017;1407.00
;;;;;;2018;1481.00
;;;;;;2019;1525.00
;;;;;;2020;1558.00
;;;;;;2021;1596.00
