h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2017;2220186.00
;;;;;;2018;1801381.00
;;;;;;2019;1881041.00
;;;;;;2020;1916306.00
;;;;;;2021;1625545.00
