h_date;h__;d_date;d__;M_date;M__;Y_date;Y__
;;;;;;2016;44.03
;;;;;;2008;31.83
;;;;;;2007;32.18
;;;;;;2014;35.72
;;;;;;2010;30.79
;;;;;;2015;37.46
;;;;;;2013;32.77
;;;;;;2017;37.67
;;;;;;2009;32.29
;;;;;;2005;30.04
;;;;;;2012;33.61
;;;;;;2011;30.12
;;;;;;2006;35.96
