h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2011;1211.00
;;;;;;2012;1234.00
;;;;;;2013;1204.00
;;;;;;2014;1218.00
;;;;;;2015;1318.00
;;;;;;2016;1322.00
;;;;;;2017;1337.00
;;;;;;2018;1316.00
;;;;;;2019;1313.00
;;;;;;2020;1376.00
;;;;;;2010;51.00
;;;;;;2011;61.00
;;;;;;2012;67.00
;;;;;;2013;73.00
;;;;;;2014;77.00
;;;;;;2015;86.00
;;;;;;2016;84.00
;;;;;;2017;84.00
;;;;;;2018;87.00
;;;;;;2019;83.00
;;;;;;2020;94.00
