h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2012;66.10
;;;;;;2013;65.70
;;;;;;2014;65.90
;;;;;;2015;65.80
;;;;;;2016;66.30
;;;;;;2017;65.70
;;;;;;2018;65.50
;;;;;;2019;65.00
;;;;;;2020;65.10
;;;;;;2011;49.30
;;;;;;2012;49.10
;;;;;;2013;48.40
;;;;;;2014;47.60
;;;;;;2015;47.70
;;;;;;2016;47.40
;;;;;;2017;47.00
;;;;;;2018;47.10
;;;;;;2019;46.90
;;;;;;2020;46.60
