h_date;h_Pers.;d_date;d_Pers.;M_date;M_Pers.;Y_date;Y_Pers.
;;;;;;2011;7.70
;;;;;;2012;8.00
;;;;;;2013;8.30
;;;;;;2014;8.60
;;;;;;2015;8.80
;;;;;;2016;9.00
;;;;;;2017;8.90
;;;;;;2018;8.70
;;;;;;2019;8.90
;;;;;;2020;9.10
;;;;;;2021;9.20
;;;;;;2010;11.40
;;;;;;2011;11.80
;;;;;;2012;12.00
;;;;;;2013;12.20
;;;;;;2014;12.70
;;;;;;2015;12.90
;;;;;;2016;12.80
;;;;;;2017;12.90
;;;;;;2018;12.70
;;;;;;2019;12.80
;;;;;;2020;13.00
;;;;;;2021;12.90
