h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2011;2.50
;;;;;;2012;2.70
;;;;;;2013;2.70
;;;;;;2014;2.50
;;;;;;2015;2.60
;;;;;;2016;2.50
;;;;;;2017;2.60
;;;;;;2018;2.00
;;;;;;2019;1.80
;;;;;;2020;3.00
;;;;;;2021;2.30
;;;;;;2022;1.50
