h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2011;15.90
;;;;;;2012;10.60
;;;;;;2013;10.80
;;;;;;2014;12.30
;;;;;;2015;11.20
;;;;;;2016;13.40
;;;;;;2017;13.90
;;;;;;2018;12.90
;;;;;;2019;11.80
;;;;;;2020;13.50
;;;;;;2021;22.60
;;;;;;2022;17.00
;;;;;;2010;19.30
;;;;;;2011;16.80
;;;;;;2012;11.00
;;;;;;2013;11.30
;;;;;;2014;12.60
;;;;;;2015;13.40
;;;;;;2016;15.20
;;;;;;2017;14.70
;;;;;;2018;10.60
;;;;;;2019;10.90
;;;;;;2020;14.60
;;;;;;2021;22.50
;;;;;;2022;12.40
