h_date;h_Pers.;d_date;d_Pers.;M_date;M_Pers.;Y_date;Y_Pers.
;;;;;;2013;69790.00
;;;;;;2014;71132.00
;;;;;;2015;72379.00
;;;;;;2016;73519.00
;;;;;;2017;75026.00
;;;;;;2018;76231.00
;;;;;;2019;78087.00
;;;;;;2020;80198.00
;;;;;;2021;82083.00
;;;;;;2012;15918.00
;;;;;;2013;15921.00
;;;;;;2014;16034.00
;;;;;;2015;16191.00
;;;;;;2016;16348.00
;;;;;;2017;16635.00
;;;;;;2018;16707.00
;;;;;;2019;16987.00
;;;;;;2020;17421.00
;;;;;;2021;17538.00
