h_date;h_Anz.;d_date;d_Anz.;M_date;M_Anz.;Y_date;Y_Anz.
;;;;;;2010;3.30
;;;;;;2011;1.70
;;;;;;2012;-2.00
;;;;;;2013;1.60
;;;;;;2014;0.70
;;;;;;2015;0.20
;;;;;;2016;1.20
;;;;;;2017;0.90
;;;;;;2018;1.50
;;;;;;2019;1.00
;;;;;;2020;-2.50
