T_h;Bezeichnung;Standort;Arbeitstag;Wochentag;Tag Nr;Kennzahl;TAG_Gesamtzahl_Passanten_dSSG
2019-07-13T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;1477
2019-05-31T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";28
2019-07-13T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;1620
2019-05-31T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";19
2019-07-13T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;735
2019-05-31T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";65
2019-07-13T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;160
2019-05-31T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";177
2019-07-14T00:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;132
2019-05-31T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";558
2019-07-14T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;41
2019-05-31T23:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";82
2019-07-14T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;286
2019-06-01T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;31
2019-07-14T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;319
2019-06-01T04:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;11
2019-07-14T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;109
2019-06-01T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;865
2019-07-15T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";572
2019-06-01T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;857
2019-07-15T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1010
2019-06-02T14:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;135
2019-07-16T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";44
2019-06-02T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;98
2019-07-16T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";115
2019-06-02T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;31
2019-07-16T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1175
2019-06-03T00:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";2
2019-07-16T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";53
2019-06-03T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1
2019-07-17T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";38
2019-06-03T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";14
2019-07-17T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1129
2019-06-03T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";454
2019-07-18T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";8
2019-06-03T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";85
2019-07-18T08:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";322
2019-06-03T22:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";46
2019-07-18T09:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";534
2019-06-04T10:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";579
2019-07-18T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1210
2019-06-04T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";562
2019-07-18T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";151
2019-06-04T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";179
2019-07-18T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";86
2019-06-04T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";110
2019-07-19T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";4
2019-06-04T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";86
2019-07-19T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";166
2019-06-05T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";4
2019-07-19T11:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";974
2019-06-05T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";664
2019-07-19T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";249
2019-06-05T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";637
2019-07-20T00:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;91
2019-06-05T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";110
2019-07-20T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;245
2019-06-06T01:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";11
2019-07-21T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;10
2019-06-06T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";7
2019-07-21T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;255
2019-06-06T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";252
2019-07-21T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;307
2019-06-06T11:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";556
2019-07-22T08:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";249
2019-06-06T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";772
2019-07-23T09:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";616
2019-06-06T18:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";619
2019-07-23T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";698
2019-06-06T20:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";365
2019-07-24T00:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";20
2019-06-08T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;104
2019-07-24T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";736
2019-06-08T09:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;451
2019-07-24T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";879
2019-06-08T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;848
2019-07-24T20:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";230
2019-06-08T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Samstag;6;Tagesverkehr;940
2019-07-25T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";787
2019-06-09T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;4
2019-07-25T16:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";644
2019-06-09T12:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;146
2019-07-26T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";15
2019-06-09T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Wochenende;Sonntag;7;Tagesverkehr;126
2019-07-26T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";894
2019-06-10T03:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";3
2019-07-27T18:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;178
2019-06-10T08:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";32
2019-07-27T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;115
2019-06-10T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";107
2019-07-28T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;166
2019-06-10T19:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";65
2019-07-28T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;164
2019-06-10T21:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";23
2019-07-28T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;110
2019-06-11T02:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";3
2019-07-29T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1
2019-06-11T06:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";95
2019-07-29T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1260
2019-06-11T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";284
2019-07-29T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1328
2019-06-11T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";636
2019-07-30T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";93
2019-06-11T14:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";610
2019-07-31T01:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";11
2019-06-11T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";622
2019-07-31T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";154
2019-06-11T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";615
2019-08-01T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";19
2019-06-12T05:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";12
2019-08-01T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";18
2019-06-12T07:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";249
2019-08-01T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";314
2019-06-12T13:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";722
2019-08-02T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";909
2019-06-12T15:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";740
2019-08-02T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1231
2019-06-12T16:00:00+02:00;FG Neugasse 34;47.4248715563,9.37478728307;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";692
2019-08-02T20:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";242
2019-07-02T01:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";5
2019-08-03T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;23
2019-07-02T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";4
2019-08-03T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;16
2019-07-02T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";5
2019-08-03T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;230
2019-07-02T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1223
2019-08-04T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;21
2019-07-02T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1330
2019-08-04T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;14
2019-07-02T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1351
2019-08-05T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";89
2019-07-03T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";44
2019-08-05T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1246
2019-07-03T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1524
2019-08-05T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";146
2019-07-03T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";458
2019-08-06T00:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";9
2019-07-03T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";214
2019-08-06T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";89
2019-07-03T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";95
2019-08-06T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";304
2019-07-04T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";23
2019-08-07T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";208
2019-07-04T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";15
2019-08-07T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1049
2019-07-04T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";140
2019-08-07T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";107
2019-07-04T08:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";397
2019-08-07T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";61
2019-07-04T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";979
2019-08-08T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";2
2019-07-04T12:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1373
2019-08-08T13:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1326
2019-07-04T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1141
2019-08-08T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1342
2019-07-04T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1322
2019-08-08T20:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";775
2019-07-05T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";8
2019-08-08T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";99
2019-07-05T11:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1143
2019-08-09T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1
2019-07-05T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1092
2019-08-09T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";47
2019-07-06T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;43
2019-08-09T06:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";102
2019-07-06T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;145
2019-08-09T19:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";310
2019-07-06T08:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;396
2019-08-09T21:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";393
2019-07-06T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;1745
2019-08-09T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";325
2019-07-06T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;409
2019-08-10T04:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;27
2019-07-06T18:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;351
2019-08-10T07:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;131
2019-07-06T22:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;254
2019-08-10T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;909
2019-07-06T23:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;285
2019-08-10T14:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;2079
2019-07-07T02:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;54
2019-08-10T15:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Samstag;6;Tagesverkehr;2176
2019-07-07T03:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;31
2019-08-11T01:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;55
2019-07-07T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;280
2019-08-11T10:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;308
2019-07-07T17:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;206
2019-08-11T11:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;293
2019-07-08T05:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";31
2019-08-11T20:00:00+02:00;FG Marktgasse 20;47.4250436397,9.37643421166;Wochenende;Sonntag;7;Tagesverkehr;91
