BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2011;891;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2012;1116;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2013;1370;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2014;1579;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2015;1712;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2016;1822;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2017;1948;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2018;2077;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2019;2177;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2020;2253;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;585;Minergie-Gebäude (Total) [Anz.];2021;2322;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2011;815;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2012;1029;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2013;1267;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2014;1448;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2015;1565;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2016;1656;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2017;1762;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2018;1867;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2019;1924;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2020;1989;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;586;Minergie-Gebäude (Standard) [Anz.];2021;2038;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2011;76;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2012;86;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2013;102;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2014;129;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2015;142;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2016;157;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2017;163;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2018;176;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2019;200;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2020;207;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;587;Minergie-P-Gebäude [Anz.];2021;220;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2011;0;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2012;1;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2013;1;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2014;3;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2015;6;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2016;13;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2017;30;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2018;43;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2019;63;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2020;68;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;588;Minergie-A-Gebäude [Anz.];2021;75;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2011;14;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2012;21;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2013;29;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2014;33;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2015;33;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2016;36;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2017;37;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2018;41;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2019;45;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2020;45;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;589;Minergie-ECO-Gebäude [Anz.];2021;46;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2011;825;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2012;1037;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2013;1270;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2014;1460;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2015;1580;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2016;1682;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2017;1796;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2018;1917;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2019;2011;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2020;2080;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;590;Minergie-Wohngebäude (Total) [Anz.];2021;2144;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2011;0.8;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2012;1;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2013;1.2;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2014;1.3;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2015;1.4;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2016;1.5;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2017;1.6;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2018;1.7;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2019;1.8;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2020;1.8;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;591;Minergie-Wohngebäude (Total) [%];2021;1.9;%;Prozent;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2011;753;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2012;955;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2013;1173;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2014;1335;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2015;1440;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2016;1525;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2017;1621;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2018;1718;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2019;1770;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2020;1828;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;666;Minergie-Wohngebäude (Standard) [Anz.];2021;1874;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2011;72;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2012;81;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2013;96;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2014;123;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2015;135;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2016;148;Anz.;Anzahl;
17;Kanton St.Gallen;Energie;Minergiegebäude;null;667;Minergie-P-Wohngebäude [Anz.];2017;152;Anz.;Anzahl;
