Jahr;Kennzahl;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;Tonnen CO2-eq./a Schweiz;Tonnen/a Schweiz;Tonnen CO2-eq./a Stadt St.Gallen;Tonnen/a Stadt St.Gallen
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Produktion & Konsum;Ernährung;162234;151544;1439.2108607876412;1344.3776932529697
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;3.5 t;30878;2543;273.925027795658;22.55947100473989
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Anhänger;126589;10425;1122.9968049622564;92.48229855462579
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;38245;3898;339.2791854409269;34.57995201591667
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Bus;21600;1779;191.61799988296565;15.78187137924981
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Bau;Schiene;3194;163;28.334624612323715;1.4460062028205278
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Schiff;10917;899;96.84693077418223;7.975212124758617
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Seilbahnen;7078;583;62.79037977646439;5.171911756100415
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;1299947;132497;11532.094633975072;1175.4078764117269
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;27393;1680;243.00888290713323;14.90362221311955
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Industrie;1114905;68395;9890.549359236937;606.7459769442331
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Bau;Landwirtschaftsgebäude;6591;1167;58.470103575399385;10.352694715899116
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Lastwagen;10046;704;89.1201123529756;6.245327403592954
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Bau;Einfamilienhäuser;790284;9986417;7010.770343495817;88591.53942302066
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Bau;Ent-Versorgung;191048;2414173;1694.8257241500382;21416.620445900873
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Bau;Strasse;21764;275017;193.07287728948447;2439.7318274913687
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;4;63;0.035484814793141785;0.5588858329919831
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;30260;10512;268.4426239101176;93.25409327637661
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Personenwagen;202129;74386;1793.127532330739;659.8933583006612
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Seilbahnen;74;37;0.6564690736731231;0.32823453683656156
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Zug;179;88;1.5879454619930948;0.7806659254491193
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;4764;147;42.26241441863187;1.3040669436479608
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Flug;23;1;0.20403768506056527;0.008871203698285446
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;64956;2003;576.2379074258295;17.76902100766575
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;23497;1838;208.44667329861315;16.30527239744865
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Zug;456;11;4.045268886418164;0.09758324068113991
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Bus;554;525;4.914646848850137;4.657381941599859
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Flug;4;4;0.035484814793141785;0.035484814793141785
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;214;203;1.8984375914330855;1.8008543507519457
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Landwirtschaftsgebäude;39902;89472;353.9787699689859;793.7243372929955
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Lastwagen;246;234;2.18231610977822;2.0758616653987945
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;69638;66005;617.7728831412019;585.5438001053309
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;263;325;2.333126572649072;2.8831412019427702
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Bau;Mehrfamilienhäuser;123259;335745;1093.4556966469659;2978.462285680847
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Bau;Einfamilienhäuser;22120;862766;196.2310258060741;7653.772929954941
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Einfamilienhäuser;199412;82367;1769.0244718824974;730.6944350166774
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Ent-Versorgung;29737;12283;263.8029843759143;108.96499502604014
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;104529;37671;927.2980513780795;334.1871145181111
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;3241;1518;28.75157118614313;13.466487213997308
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Landwirtschaftsgebäude;12622;5214;111.97233307975891;46.254456082860315
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Schiene;581;240;5.154169348703844;2.1290888875885075
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Übrige Gebäude;34750;14354;308.27432851541926;127.3372578851893
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;2625;1880;23.2869097079993;16.67786295277664
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Bau;Einfamilienhäuser;590737;276631;5240.54825911405;2454.0499502604016
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Bau;Industriegebäude;464858;217684;4123.8500087775765;1931.1191058575691
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Bau;Mehrfamilienhäuser;941329;440806;8350.721306103342;3910.4798174264147
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Bau;Schiene;11315;5298;100.37766984609983;46.9996371935163
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Bau;Strasse;12756;5973;113.16107437532916;52.98769968985897
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Mobilität;Tram;1140;491;10.11317221604541;4.355761015858155
2018;Import + Inländische Gewinnung;Übrige Materialien;Stahl;Schweiz;Mobilität;Zug;34967;15074;310.1993797179472;133.72452454795481
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;3935088;250177;34908.967218678685;2219.3711276259583
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;91696;5830;813.4538943179824;51.719117561004154
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Wasser;Wasser;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Bau;Einfamilienhäuser;5097668;1833151;45222.451214231376;16262.255930715664
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Brennstoff;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Elektrizität;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Elektrizität;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Elektrizität;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Treibstoff;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Treibstoff;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Treibstoff;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Energie;Treibstoff;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Nahrung für Menschen;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Tierfutter, Tiere;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Flug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Mobilität;Bus;21600;1779;191.61799988296565;15.78187137924981
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Produktion & Konsum;Kommunikation, Bildung;5250;535;46.5738194159986;4.7460939785827145
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Mobilität;Personenwagen;227957;18773;2022.2529814500556;166.5391070279127
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Mobilität;Schiff;10917;899;96.84693077418223;7.975212124758617
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Aluminium;Schweiz;Mobilität;Seilbahnen;7078;583;62.79037977646439;5.171911756100415
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;13714;841;121.65968751828662;7.460682310258061
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Gesundheit;16115;989;142.95944759786997;8.773620457604308
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Bau;Mehrfamilienhäuser;162170;28705;1438.6431037509508;254.64790215928377
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Personenwagen;103621;7266;919.2429984200362;64.45816607174206
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Bau;Schiene;1949;345;17.289976007958334;3.060565275908479
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Tram;655;46;5.810638422376968;0.40807537012113054
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;466126;28595;4135.098695067002;253.67206975247237
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Industrie;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Asphalt;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Asphalt;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Asphalt;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Bau;Einfamilienhäuser;790284;9986417;7010.770343495817;88591.53942302066
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Bau;Ent-Versorgung;191048;2414173;1694.8257241500382;21416.620445900873
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Bau;Mehrfamilienhäuser;1478234;18679689;13113.71492773129;165711.326139622
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Beton;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion & Konsum;Kommunikation, Bildung;25292;11056;224.37048393703552;98.08002808824389
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Schiff;189;93;1.6766574989759495;0.8250219439405465
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;2-Rad;29513;1413;261.8158347474984;12.535010825677336
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;3.5 t;42586;2932;377.789080695184;26.01036924337293
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion & Konsum;Industrie;17352;535;153.93312657264906;4.7460939785827145
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Landwirtschaftsgebäude;39902;89472;353.9787699689859;793.7243372929955
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Mehrfamilienhäuser;719834;1614085;6385.794042951607;14318.876821347067
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Glas, Keramik;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;69638;66005;617.7728831412019;585.5438001053309
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;263;325;2.333126572649072;2.8831412019427702
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;9149;11288;81.16264263561355;100.13814734624613
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Kommunikation, Bildung;405786;500663;3599.8102639124586;4441.483457194687
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Bau;Übrige Gebäude;9503;25886;84.30304874480659;229.63997893381708
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;671689;828738;5958.689940897654;7351.903610509685
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Kies, Sand;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Kies, Sand;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Anhänger;1766;827;15.666545731172098;7.3364854584820645
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Kunststoff;Schweiz;Bau;Ent-Versorgung;29737;12283;263.8029843759143;108.96499502604014
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Kunststoff;Schweiz;Bau;Mehrfamilienhäuser;310641;128310;2755.7595880390895;1138.2641465270058
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Industrie;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Bau;Mehrfamilienhäuser;483336;1578722;4287.772110714494;14005.164444964597
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Bau;Schiene;5625;18374;49.90052080285564;162.9994967522968
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Stahl;Schweiz;Mobilität;2-Rad;22032;9498;195.45035988062494;84.25869272631516
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Stahl;Schweiz;Bau;Einfamilienhäuser;590737;276631;5240.54825911405;2454.0499502604016
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Stahl;Schweiz;Bau;Industriegebäude;464858;217684;4123.8500087775765;1931.1191058575691
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Stahl;Schweiz;Bau;Landwirtschaftsgebäude;38256;17915;339.37676868160804;158.92761425478378
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Stahl;Schweiz;Mobilität;Personenwagen;833483;359299;7393.9974720580485;3187.4146175902624
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung mit Futter/Weide;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Zug;0;0;0.0;0.0
