Jahr;Kennzahl;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;Tonnen CO2-eq./a Schweiz;Tonnen/a Schweiz;Tonnen CO2-eq./a Stadt St.Gallen;Tonnen/a Stadt St.Gallen
2018;Export;Übrige Materialien;Mauerwerk;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Export;Übrige Materialien;Mauerwerk;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Export;Übrige Materialien;Stahl;Schweiz;Mobilität;2-Rad;0;2327;0.0;20.643291005910235
2018;Export;Übrige Materialien;Stahl;Schweiz;Mobilität;3.5 t;0;12963;0.0;114.99741354087425
2018;Export;Übrige Materialien;Stahl;Schweiz;Mobilität;Bus;0;4808;0.0;42.65274738135643
2018;Export;Übrige Materialien;Stahl;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Export;Übrige Materialien;Stahl;Schweiz;Produktion & Konsum;Industrie;1491289;1326088;13229.528492012405;11763.996769851952
2018;Export;Übrige Materialien;Stahl;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Export;Übrige Materialien;Stahl;Schweiz;Mobilität;Schiff;0;368;0.0;3.2646029609690443
2018;Export;Übrige Materialien;Stahl;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Export;Übrige Materialien;Stahl;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;632775;562678;5613.475920182574;4991.631154543858
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Export;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Export;Wasser;Wasser;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import;Energie;Brennstoff;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import;Energie;Brennstoff;Schweiz;Bau;Einfamilienhäuser;4299269;1546042;38139.691052723974;13715.25350810463
2018;Import;Energie;Brennstoff;Schweiz;Produktion & Konsum;Industrie;3432693;1234417;30452.118836678565;10950.764655626426
2018;Import;Energie;Brennstoff;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import;Energie;Brennstoff;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import;Energie;Brennstoff;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import;Energie;Brennstoff;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import;Energie;Elektrizität;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import;Energie;Elektrizität;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import;Energie;Elektrizität;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import;Energie;Elektrizität;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;0;0;0.0;0.0
2018;Import;Energie;Treibstoff;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import;Energie;Treibstoff;Schweiz;Mobilität;Schiff;188457;48273;1671.8404353677804;428.23961612733336
2018;Import;Energie;Treibstoff;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import;Energie;Treibstoff;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;0;0;0.0;0.0
2018;Import;Energie;Treibstoff;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import;Nahrung;Nahrung für Menschen;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import;Nahrung;Nahrung für Menschen;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import;Übrige Materialien;Aluminium;Schweiz;Mobilität;3.5 t;30878;2543;273.925027795658;22.55947100473989
2018;Import;Übrige Materialien;Aluminium;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Aluminium;Schweiz;Mobilität;Flug;6511;536;57.760407279536544;4.7549651822809995
2018;Import;Übrige Materialien;Aluminium;Schweiz;Bau;Industriegebäude;131215;6682;1164.0349932705249;59.27738311194335
2018;Import;Übrige Materialien;Aluminium;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import;Übrige Materialien;Aluminium;Schweiz;Mobilität;Schiff;10917;899;96.84693077418223;7.975212124758617
2018;Import;Übrige Materialien;Aluminium;Schweiz;Mobilität;Zug;59300;4884;526.062379308327;43.32695886242612
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Gesundheit;16115;989;142.95944759786997;8.773620457604308
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Bau;Landwirtschaftsgebäude;6591;1167;58.470103575399385;10.352694715899116
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Bau;Mehrfamilienhäuser;162170;28705;1438.6431037509508;254.64790215928377
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Bau;Strasse;2198;389;19.49890572883141;3.450898238633039
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Tram;655;46;5.810638422376968;0.40807537012113054
2018;Import;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;466126;28595;4135.098695067002;253.67206975247237
2018;Import;Übrige Materialien;Asphalt;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Import;Übrige Materialien;Asphalt;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import;Übrige Materialien;Beton;Schweiz;Mobilität;Bus;0;0;0.0;0.0
2018;Import;Übrige Materialien;Beton;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Beton;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Anhänger;44403;15232;393.90805781496874;135.1261747322839
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion & Konsum;Ernährung;689044;301213;6112.649681081398;2672.1218795716545
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Lastwagen;28763;9990;255.16243197378432;88.62332494587162
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Seilbahnen;74;37;0.6564690736731231;0.32823453683656156
2018;Import;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Bus;0;0;0.0;0.0
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;9149;11288;81.16264263561355;100.13814734624613
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Gesundheit;93301;115116;827.6921762537305;1021.2174849318276
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Industrie;913381;1126940;8102.78890514366;9997.314295745802
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import;Übrige Materialien;Holz, Papier;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Bau;Dienstleistungsgebäude;1627;63443;14.433448417110423;562.8157762303236
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Flug;0;0;0.0;0.0
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Bau;Landwirtschaftsgebäude;138;5396;1.2242261103633916;47.869015155948276
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;588;4808;5.216267774591843;42.65274738135643
2018;Import;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Zug;0;0;0.0;0.0
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;104529;37671;927.2980513780795;334.1871145181111
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Industrie;3953639;1424863;35073.53691848558;12640.249915150096
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Bau;Mehrfamilienhäuser;310641;128310;2755.7595880390895;1138.2641465270058
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Tram;54;25;0.47904499970741415;0.22178009245713615
2018;Import;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Zug;6431;3012;57.05071098367371;26.720065539235765
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Ernährung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Import;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import;Übrige Materialien;Stahl;Schweiz;Mobilität;Anhänger;43655;18819;387.2723974486512;166.94718239803385
2018;Import;Übrige Materialien;Stahl;Schweiz;Bau;Dienstleistungsgebäude;372031;174215;3300.362783076833;1545.4967522967993
2018;Import;Übrige Materialien;Stahl;Schweiz;Mobilität;Flug;171;74;1.5169758324068114;0.6564690736731231
2018;Import;Übrige Materialien;Stahl;Schweiz;Mobilität;Personenwagen;833483;359299;7393.9974720580485;3187.4146175902624
2018;Import;Übrige Materialien;Stahl;Schweiz;Mobilität;Seilbahnen;2717;1171;24.103060448241557;10.388179530692257
2018;Import;Übrige Materialien;Stahl;Schweiz;Mobilität;Tram;1140;491;10.11317221604541;4.355761015858155
2018;Import;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Einfamilienhäuser;0;0;0.0;0.0
2018;Import;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Bau;Schiene;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import;Wasser;Wasser;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Brennstoff;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Brennstoff;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Brennstoff;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Brennstoff;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Brennstoff;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Bau;Dienstleistungsgebäude;1091186;346408;9680.133278717305;3073.055930715665
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Flug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Bau;Industriegebäude;227969;72371;2022.3594358944351;642.0178828486161
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Personenwagen;1941;616;17.21900637837205;5.464661478143835
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Schiff;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Seilbahnen;16929;5374;150.1806074082743;47.67384867458599
2018;Import + Inländische Gewinnung;Energie;Elektrizität;Schweiz;Mobilität;Tram;15576;4945;138.17786880449412;43.86810228802153
2018;Import + Inländische Gewinnung;Energie;Treibstoff;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Treibstoff;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Energie;Treibstoff;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Bus;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Nahrung für Menschen;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Ent-Versorgung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Flug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Produktion & Konsum;Kommunikation, Bildung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Nahrung;Tierfutter, Tiere;Schweiz;Bau;Übrige Gebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;2-Rad;21441;1766;190.20747849493824;15.666545731172098
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Flug;6511;536;57.760407279536544;4.7549651822809995
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Produktion & Konsum;Gesundheit;44941;4581;398.68076540464625;40.63898414184563
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Lastwagen;28178;2321;249.97277781028734;20.590063783720524
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Bau;Mehrfamilienhäuser;265707;13532;2357.140921060331;120.04512844519867
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Bau;Strasse;3601;183;31.945204517525895;1.6234302767862367
2018;Import + Inländische Gewinnung;Übrige Materialien;Aluminium;Schweiz;Mobilität;Zug;59300;4884;526.062379308327;43.32695886242612
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Bau;Einfamilienhäuser;101771;18014;902.8312715782082;159.80586342091402
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Bau;Übrige Gebäude;17426;3085;154.58959564632218;27.367663409210603
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Produktion & Konsum;Wohnen, Arbeiten;466126;28595;4135.098695067002;253.67206975247237
2018;Import + Inländische Gewinnung;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Zug;17166;1204;152.28308268476798;10.680929252735679
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Bau;Dienstleistungsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Flug;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Freizeit, Unterhaltung;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Produktion & Konsum;Industrie;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Asphalt;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;3.5 t;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Land. und Ind. Fahrzeuge;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Personenwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Bau;Schiene;1145;14468;10.157528234536837;128.34857510679385
2018;Import + Inländische Gewinnung;Übrige Materialien;Beton;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;2-Rad;9047;3285;80.25777985838843;29.141904148867695
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Anhänger;44403;15232;393.90805781496874;135.1261747322839
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Mehrfamilienhäuser;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Tram;3;1;0.02661361109485634;0.008871203698285446
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;2-Rad;29513;1413;261.8158347474984;12.535010825677336
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Anhänger;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Bus;2281;193;20.235215635789103;1.7121423137690912
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Industriegebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Landwirtschaftsgebäude;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Personenwagen;328408;23531;2913.374264146527;208.74829422435485
2018;Import + Inländische Gewinnung;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;3.5 t;1569;1487;13.918918602609866;13.191479899350458
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;3580;3393;31.7589092398619;30.099994148282523
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Schiff;32;30;0.2838785183451343;0.26613611094856343
2018;Import + Inländische Gewinnung;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Übrige Gebäude;55064;123470;488.48396044238984;1095.3275206273042
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Bau;Dienstleistungsgebäude;21722;59169;192.7002867341565;524.9002516238515
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Bau;Einfamilienhäuser;85780;233658;760.9718532389256;2072.827713733981
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Produktion & Konsum;Industrie;2102729;2594370;18653.73728129206;23015.184738720814
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Seilbahnen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Tram;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Holz, Papier;Schweiz;Bau;Übrige Gebäude;9503;25886;84.30304874480659;229.63997893381708
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;2-Rad;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Bus;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kies, Sand;Schweiz;Bau;Übrige Gebäude;2904;113260;25.761975539820938;1004.7525308678097
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;3.5 t;17612;8248;156.23963953420326;73.16968810345836
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Bekleidung, Accessoires;2943;1061;26.107952484054067;9.412347123880858
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Flug;29;14;0.25726490725027795;0.12419685177599625
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Produktion & Konsum;Gesundheit;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Lastwagen;3491;1635;30.96937211071449;14.504418046696706
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Schiff;9472;4436;84.02804143015976;39.35265960559424
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Bau;Strasse;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Zug;6431;3012;57.05071098367371;26.720065539235765
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Bus;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Bau;Einfamilienhäuser;234738;766726;2082.4086137281292;6801.782526771607
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Produktion & Konsum;Industrie;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Lastwagen;0;0;0.0;0.0
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Bau;Schiene;5625;18374;49.90052080285564;162.9994967522968
2018;Import + Inländische Gewinnung;Übrige Materialien;Mauerwerk;Schweiz;Bau;Übrige Gebäude;25835;84386;229.18754754520452;748.6053952835158
