Titel;Datum;Verwaltungsebene;Typ;Resultat;Ja-Stimmen;Nein-Stimmen;URL;Status;Total der Gemeinden;Ausgezählte Gemeinden;Letzte Änderung;turnout
Volksinitiative «für eine kürzere Arbeitszeit»;2002-03-03;federation;vote;rejected;19.81492336848575;80.18507663151425;https://wab.sg.ch/vote/volksinitiative-fuer-eine-kuerzere-arbeitszeit;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;61.352154790257806
Volksinitiative «Mehr bezahlbare Wohnungen»;2020-02-09;federation;vote;rejected;36.45489734765088;63.54510265234912;https://wab.sg.ch/vote/volksinitiative-vom-18-oktober-2016-mehr-bezahlbare-wohnungen;abgeschlossen;78;78;2022-09-29T13:43:55+02:00;38.993317525328735
Änderung des Strafgesetzbuches und des Militärstrafgesetzes (Diskriminierung und Aufruf zu Hass aufgrund der sexuellen Orientierung);2020-02-09;federation;vote;accepted;55.19883631276479;44.80116368723521;https://wab.sg.ch/vote/anderung-vom-14-dezember-2018-des-strafgesetzbuches-und-des-militaerstrafgesetzes-diskriminierung-und-aufruf-zu-hass-aufgrund-der-sexuellen-orientierung;abgeschlossen;78;78;2022-09-29T13:44:21+02:00;39.040125642841744
Kantonsratswahl 2020: Wahlkreis Sarganserland;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-sarganserland;abgeschlossen;8;8;2022-01-19T07:36:20+01:00;35.28038263096448
Kantonsratswahl 2020: Wahlkreis Werdenberg;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-werdenberg;abgeschlossen;6;6;2022-01-19T07:36:20+01:00;32.280557834290406
Änderung des Bundesgesetzes über den Erwerbsersatz für Dienstleistende und bei Mutterschaft (Erwerbsersatzgesetz, EOG);2020-09-27;federation;vote;rejected;49.18564382411586;50.81435617588414;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-den-erwerbsersatz-fuer-dienstleistende-und-bei-mutterschaft-erwerbsersatzgesetz-eog;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.2011009995433
Erneuerungswahl Kreisgericht St.Gallen: 18 haupt-/teilamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-18-haupt-teilamtliche-richter-innen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-kreisgerichtspraesident-in-2;abgeschlossen;14;14;2022-07-12T16:04:26+02:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: 10 nebenamtliche Richter/innen (1. Wahlgang);2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-10-nebenamtliche-richter-innen;abgeschlossen;14;14;2022-07-12T17:04:28+02:00;36.55144117345369
Erneuerungswahl Kreisgericht Wil: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-wil-kreisgerichtspraesident-in-1;abgeschlossen;10;10;2022-07-12T16:11:41+02:00;0.0
Kantonsratsbeschluss über Erneuerung und Umbau des Theaters St.Gallen;2018-03-04;canton;vote;accepted;62.469177737520134;37.530822262479866;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-erneuerung-und-umbau-des-theaters-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;51.30335375562037
Kantonsratsbeschluss über eine Einmaleinlage in die St.Galler Pensionskasse;2018-06-10;canton;vote;accepted;59.42560624743115;40.57439375256885;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-eine-einmaleinlage-in-die-st-galler-pensionskasse;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;31.689252522043056
Wahl Kreisgericht Wil: haupt-/teilamtliche/r Richter/in (2. Wahlgang);2018-09-23;none;election;;;;https://wab.sg.ch/election/wahl-kreisgericht-wil-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;10;10;2022-07-11T17:00:11+02:00;31.52245953862271
Kantonsratsbeschluss über die Erweiterung und Erneuerung des Regionalgefängnisses und der Staatsanwaltschaft Altstätten;2018-11-25;canton;vote;accepted;80.06193872541942;19.938061274580576;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erweiterung-und-erneuerung-des-regionalgefaengnisses-und-der-staatsanwaltschaft-altstaetten;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.10424629594973
Kantonsratsbeschluss über den Bau des Klanghauses Toggenburg;2019-06-30;canton;vote;accepted;53.676605196675496;46.323394803324504;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-bau-des-klanghauses-toggenburg;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;26.136615657573742
Kantonsratsbeschluss über die Erstellung des Campus Platztor der Universität St.Gallen;2019-06-30;canton;vote;accepted;62.9078953825016;37.0921046174984;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erstellung-des-campus-platztor-der-universitaet-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;26.083705604663688
VIII. Nachtrag zum Einführungsgesetz zur Bundesgesetzgebung über die Krankenversicherung;2019-11-17;canton;vote;accepted;78.39404294978836;21.605957050211643;https://wab.sg.ch/vote/viii-nachtrag-zum-einfuehrungsgesetz-zur-bundesgesetzgebung-ueber-die-krankenversicherung;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;34.067354230545064
Bundesbeschluss über die Ernährungssicherheit (direkter Gegenentwurf zur zurückgezogenen Volksinitiative «Für Ernährungssicherheit»);2017-09-24;federation;vote;accepted;72.12349000547552;27.876509994524483;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-ernaehrungssicherheit-direkter-gegenentwurf-zur-zurueckgezogenen-volksinitiative-fuer-ernaehrungssicherheit;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;46.739567019232865
Ersatzwahl Kreisgericht St.Gallen: nebenamtliche/r Richter/in;2020-02-09;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-nebenamtliche-r-richter-in-4;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;37.38912200563021
Kantonsratswahl 2020: Wahlkreis Rorschach;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-rorschach;abgeschlossen;9;9;2022-01-19T07:36:20+01:00;32.43420292088937
Kantonsratswahl 2020: Wahlkreis See-Gaster;2020-03-08;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2020-wahlkreis-see-gaster;abgeschlossen;10;10;2022-01-19T07:36:20+01:00;29.431023803203253
Erneuerungswahl der Mitglieder der Regierung 2020 (2. Wahlgang);2020-04-19;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-mitglieder-der-regierung-2020-2-wahlgang;abgeschlossen;77;77;2022-01-19T07:36:18+01:00;34.40599466254697
Volksinitiative «Für eine massvolle Zuwanderung (Begrenzungsinitiative)»;2020-09-27;federation;vote;rejected;43.273731510953006;56.726268489046994;https://wab.sg.ch/vote/volksinitiative-fuer-eine-massvolle-zuwanderung-begrenzungsinitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.378572807886
Änderung des Bundesgesetzes über die Jagd und den Schutz wildlebender Säugetiere und Vögel (Jagdgesetz, JSG);2020-09-27;federation;vote;accepted;55.53294527786979;44.46705472213021;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-jagd-und-den-schutz-wildlebender-saeugetiere-und-voegel-jagdgesetz-jsg;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.19067951166134
Gesetz über Beiträge für familien- und schulergänzende Kinderbetreuung;2020-11-29;canton;vote;accepted;61.068485984567765;38.931514015432235;https://wab.sg.ch/vote/gesetz-ueber-beitraege-fuer-familien-und-schulergaenzende-kinderbetreuung;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;44.23525480999571
Erneuerungswahl Kreisgericht Rorschach: 9 nebenamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-9-nebenamtliche-richter-innen-1;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;38.10602280142797
Erneuerungswahl Kreisgericht See-Gaster: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-gerichtspraesident-in;abgeschlossen;10;10;2022-07-12T16:12:54+02:00;34.93246798807227
Erneuerungswahl Kreisgericht St.Gallen: Gerichtspräsident/in;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-kreisgerichtspraesident-in-2;abgeschlossen;9;9;2022-07-12T16:13:16+02:00;0.0
Erneuerungswahl Kreisgericht Toggenburg: 9 nebenamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-toggenburg-9-nebenamtliche-richter-innen;abgeschlossen;12;12;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: 7 haupt-/teilamtliche Richter/innnen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-7-haupt-teilamtliche-r-richter-innnen;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Wil: 11 nebenamtliche Richter/innen;2020-11-29;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-wil-11-nebenamtliche-richter-innen;abgeschlossen;10;10;2022-01-19T07:36:19+01:00;0.0
Bundesbeschluss Eisenbahninfrastruktur (FABI);2014-02-09;federation;vote;accepted;57.834368892389364;42.165631107610636;https://wab.sg.ch/vote/bundesbeschluss-eisenbahninfrastruktur-fabi;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;55.05691149888655
Ecopop-Initiative;2014-11-30;federation;vote;rejected;30.360239250297116;69.63976074970289;https://wab.sg.ch/vote/ecopop-initiative;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;48.95437682881357
Erneuerungswahl Kreisgericht Rheintal: 7 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-7-haupt-oder-teilamtliche-richter-innen;abgeschlossen;13;13;2022-07-12T15:56:15+02:00;0.0
Erneuerungswahl Kreisgericht Rorschach: 4 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-4-haupt-oder-teilamtliche-richter-innen;abgeschlossen;9;9;2022-07-12T15:55:04+02:00;0.0
Erneuerungswahl Kreisgericht Rorschach: 9 nebenamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-9-nebenamtliche-richter-innen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht See-Gaster: 10 nebenamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-10-nebenamtliche-richter-innen;abgeschlossen;10;10;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht See-Gaster: 6 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-6-haupt-oder-teilamtliche-richter-innen;abgeschlossen;10;10;2022-07-12T15:54:11+02:00;0.0
Erneuerungswahl Kreisgericht Toggenburg: 2 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-toggenburg-2-haupt-oder-teilamtliche-richter-innen;abgeschlossen;12;12;2022-07-12T15:51:50+02:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-kreisgerichtspraesident-in;abgeschlossen;14;14;2022-07-12T15:49:41+02:00;0.0
Volksinitiative «Zur Durchsetzung der Ausschaffung krimineller Ausländer (Durchsetzungsinitiative)»;2016-02-28;federation;vote;rejected;45.895161820729854;54.104838179270146;https://wab.sg.ch/vote/volksinitiative-zur-durchsetzung-der-ausschaffung-krimineller-auslaender-durchsetzungsinitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;62.3895417119386
Volksinitiative «Für eine faire Verkehrsfinanzierung»;2016-06-05;federation;vote;rejected;31.79283499183342;68.20716500816658;https://wab.sg.ch/vote/volksinitiative-fuer-eine-faire-verkehrsfinanzierung;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;44.110370776828404
Kantonsratsbeschluss über einen Sonderkredit zur Finanzierung von Machbarkeitsstudie und Bewerbungsdossier Expo2027;2016-06-05;canton;vote;rejected;39.70666154732194;60.29333845267806;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-einen-sonderkredit-zur-finanzierung-von-machbarkeits-studie-und-bewerbungsdossier-expo2027;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;42.47703688515399
Ersatzwahl Kreisgericht Rorschach: haupt-/teilamtliche/r Richter/in (2. Wahlgang);2016-11-27;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rorschach-2-wahlgang;abgeschlossen;9;9;2022-07-12T11:21:45+02:00;39.60345504515116
Volksinitiative «Zersiedelung stoppen – für eine nachhaltige Siedlungsentwicklung (Zersiedelungsinitiative)»;2019-02-10;federation;vote;rejected;33.53650005246773;66.46349994753227;https://wab.sg.ch/vote/volksinitiative-zersiedelung-stoppen-fuer-eine-nachhaltige-siedlungsentwicklung-zersiedelungsinitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;35.471763393891464
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: nebenamtliche/r Richter/in;2019-02-10;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-nebenamtliche-r-richter-in-2;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;30.730619074177355
Ersatzwahl eines st.gallischen Mitglieds des Ständerates (1. Wahlgang);2019-03-10;canton;election;;;;https://wab.sg.ch/election/ersatzwahl-eines-st-gallischen-mitglieds-des-staenderates-1-wahlgang;abgeschlossen;77;77;2022-01-19T07:36:18+01:00;31.03171582619727
Ersatzwahl eines st.gallischen Mitglieds des Ständerates (2. Wahlgang);2019-05-19;canton;election;;;;https://wab.sg.ch/election/ersatzwahl-eines-st-gallischen-mitglieds-des-staenderates-2-wahlgang;abgeschlossen;77;77;2022-01-19T07:36:18+01:00;39.63757326152384
Erneuerungswahl des Nationalrates;2019-10-20;federation;election;;;;https://wab.sg.ch/election/erneuerungswahl-des-nationalrates-2;abgeschlossen;78;78;2022-01-19T07:36:18+01:00;41.927574267795315
Erneuerungswahl Kreisgericht Wil: 2 nebenamtliche Richter/innen (2. Wahlgang);2015-03-08;none;election;;;;https://wab.sg.ch/election/richter-innen-kreisgericht-wil-1;abgeschlossen;10;10;2022-02-03T10:16:40+01:00;33.218637062044195
XI. Nachtrag zum Steuergesetz;2015-11-15;canton;vote;accepted;51.31615941519646;48.68384058480354;https://wab.sg.ch/vote/xi-nachtrag-zum-steuergesetz;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;37.56090041076664
VII. Nachtrag zum Gesetz über die Raumplanung und das öffentliche Baurecht;2015-11-15;canton;vote;rejected;40.15204615301666;59.84795384698334;https://wab.sg.ch/vote/vii-nachtrag-zum-gesetz-ueber-die-raumplanung-und-das-oeffentliche-baurecht;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;37.13953540654336
Volksinitiative «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»;2018-06-10;federation;vote;rejected;23.976489271051204;76.02351072894879;https://wab.sg.ch/vote/volksinitiative-fuer-krisensicheres-geld-geldschoepfung-allein-durch-die-nationalbank-vollgeld-initiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;32.35187486249562
Ersatzwahl Kreisgericht Rheintal: haupt-/teilamtliche/r Richter/in;2018-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;13;13;2022-07-11T16:58:25+02:00;0.0
Volksinitiative »Gegen Kampfjetlärm in Tourismusgebieten»;2008-02-24;federation;vote;rejected;25.469544364508394;74.5304556354916;https://wab.sg.ch/vote/volksinitiative-gegen-kampfjetlaerm-in-tourismusgebieten;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;34.901338443572776
Kantonsratsbeschluss über die Erweiterung und Sanierung des Berufs- und Weiterbildungszentrum Rorschach-Rheintal in Altstätten;2008-02-24;canton;vote;accepted;83.32496798975673;16.67503201024327;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erweiterung-und-sanierung-des-berufs-und-weiterbildungszentrum-rorschach-rheintal-in-altstaetten;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;33.50296689092223
Kantonsratswahl 2008: Wahlkreis Rorschach;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-rorschach;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;34.910019455252915
Kantonsratswahl 2008: Wahlkreis Toggenburg;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-toggenburg;abgeschlossen;18;18;2022-01-19T07:36:19+01:00;41.32217460263895
Volksinitiative «Für demokratische Einbürgerungen»;2008-06-01;federation;vote;rejected;48.32059051802434;51.67940948197566;https://wab.sg.ch/vote/volksinitiative-fuer-demokratische-einbuergerungen;abgeschlossen;88;88;2022-01-19T07:36:20+01:00;40.31897990121442
Volksinitiative «Volkssouveränität statt Behördenpropaganda»;2008-06-01;federation;vote;rejected;31.537891626286967;68.46210837371304;https://wab.sg.ch/vote/volksinitiative-volkssouveraenitaet-statt-behoerdenpropaganda;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;39.506602844149
III. Nachtrag zum Steuergesetz;2008-09-28;canton;vote;accepted;80.29578977446276;19.70421022553724;https://wab.sg.ch/vote/iii-nachtrag-zum-steuergesetz;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;35.12896437291748
Volksinitiative «Für ein flexibles AHV-Alter»;2008-11-30;federation;vote;rejected;37.59418067212111;62.40581932787889;https://wab.sg.ch/vote/volksinitiative-fuer-ein-flexibles-ahv-alter;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;47.27119623544952
Volksinitiative «Verbandsbeschwerderecht: Schluss mit der Verhinderungspolitik - Mehr Wachstum für die Schweiz!»;2008-11-30;federation;vote;rejected;37.73528576525671;62.26471423474329;https://wab.sg.ch/vote/volksinitiative-verbandsbeschwerderecht-schluss-mit-der-verhinderungspolitik-mehr-wachstum-fuer-die-schweiz;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;46.326095929992576
Volksinitiative «Für eine vernünftige Hanf-Politik mit wirksamen Jugendschutz»;2008-11-30;federation;vote;rejected;36.72201261484404;63.27798738515596;https://wab.sg.ch/vote/volksinitiative-fuer-eine-vernuenftige-hanf-politik-mit-wirksamen-jugendschutz;abgeschlossen;88;88;2022-01-19T07:36:22+01:00;46.53083464046892
Kantonsratsbeschluss über die Genehmigung des Regierungsbeschlusses über den Beitritt des Kantos St. Gallen zur Interkantonalen Vereinbarung über die Harmonisierung der obligatorischen Schule (HarmoS-Konkordat);2008-11-30;canton;vote;accepted;52.847839222970705;47.152160777029295;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-genehmigung-des-regierungsbeschlusses-ueber-den-beitritt-des-kantos-st-gallen-zur-interkantonalen-vereinbarung-ueber-die-harmonisierung-der-obligatorischen-schule-harmos-konkordat;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;45.89387271325295
Erneuerungswahl Kreisgericht St.Gallen: Gerichtspräsident/in;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-kreisgerichtspraesident-in-1;abgeschlossen;9;9;2022-07-12T14:41:51+02:00;0.0
Erneuerungswahl Kreisgericht Wil: 18 Richter/innen;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-wil-18-richter-innen;abgeschlossen;11;11;2022-01-19T07:36:19+01:00;0.0
Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»;2012-03-11;federation;vote;accepted;51.66289681548659;48.33710318451341;https://wab.sg.ch/vote/volksinitiative-schluss-mit-uferlosem-bau-von-zweitwohnungen;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;45.463229189705515
Bundesgesetz über die Buchpreisbindung (BuPG);2012-03-11;federation;vote;rejected;34.43600026588084;65.56399973411916;https://wab.sg.ch/vote/bundesgesetz-ueber-die-buchpreisbindung-bupg;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;44.78015725719854
Erneuerungswahl der Mitglieder des Kantonsrates 2012;2012-03-11;canton;election_compound;;;;https://wab.sg.ch/elections/erneuerungswahl-der-mitglieder-des-kantonsrates-2012;abgeschlossen;8;8;2022-01-19T07:36:20+01:00;
Erneuerungswahl der Mitglieder der Regierung (1. Wahlgang);2012-03-11;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-mitglieder-der-regierung-1-wahlgang;abgeschlossen;86;86;2022-07-22T12:40:16+02:00;42.25008023369291
Kantonsratswahl 2012: Wahlkreis Rheintal;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-rheintal;abgeschlossen;13;13;2022-01-19T07:36:20+01:00;38.48217802284364
Kantonsratswahl 2012: Wahlkreis See-Gaster;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-see-gaster;abgeschlossen;14;14;2022-01-19T07:36:20+01:00;36.22522671844292
Kantonsratswahl 2012: Wahlkreis Wil;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-wil;abgeschlossen;11;11;2022-01-19T07:36:20+01:00;36.50608251057828
Volksinitiative «Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!)»;2012-06-17;federation;vote;rejected;28.0549476820096;71.9450523179904;https://wab.sg.ch/vote/volksinitiative-vom-11-august-2009-fuer-die-staerkung-der-volksrechte-in-der-aussenpolitik-staatsvertraege-vors-volk;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;35.15775464370037
VI. Nachtrag zum Ergänzungsleistungsgesetz;2012-06-17;canton;vote;rejected;38.72767530554715;61.27232469445285;https://wab.sg.ch/vote/vi-nachtrag-zum-ergaenzungsleistungsgesetz;abgeschlossen;85;85;2022-01-19T07:36:22+01:00;34.147728758597246
Volksinitiative «Schutz vor Passivrauchen»;2012-09-23;federation;vote;rejected;32.28616847769986;67.71383152230014;https://wab.sg.ch/vote/volksinitiative-vom-18-mai-2010-schutz-vor-passivrauchen;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;46.75119061299013
Kantonsratsbeschluss über den Neubau des Forschungszentrums der Hochschule für Technik Rapperswil;2012-09-23;canton;vote;accepted;77.67759313367422;22.322406866325778;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-neubau-des-forschungszentrums-der-hochschule-fuer-technik-rapperswil;abgeschlossen;85;85;2022-01-19T07:36:21+01:00;43.68767675581521
Wahl Kreisgericht Wil: Richter/in;2012-09-23;none;election;;;;https://wab.sg.ch/election/wahl-kreisgericht-wil-haupt-oder-teilamtliche-r-richter-in-1;abgeschlossen;10;10;2022-07-21T11:50:52+02:00;0.0
Kantonsratsbeschluss über die Genehmigung des Regierungsbeschlusses über den Beitritt zur Vereinbarung über das Forschungs- und Innovationszentrum Rheintal;2012-11-25;canton;vote;accepted;76.88683077423025;23.113169225769752;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-genehmigung-des-regierungsbeschlusses-ueber-den-beitritt-zur-vereinbarung-ueber-das-forschungs-und-innovationszentrum-rheintal;abgeschlossen;85;85;2022-01-19T07:36:21+01:00;28.752945931761953
Kantonsratswahl 2008: Wahlkreis Rheintal;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-rheintal;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;35.81441922563418
Kantonsratswahl 2008: Wahlkreis See-Gaster;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-see-gaster;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;31.64858295537124
Kantonsratswahl 2008: Wahlkreis St.Gallen;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-st-gallen;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;35.322921639500784
Kantonsratswahl 2008: Wahlkreis Werdenberg;2008-03-16;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2008-wahlkreis-werdenberg;abgeschlossen;6;6;2022-01-19T07:36:20+01:00;35.338238104337854
Ersatzwahl Gerichtskreis St.Gallen: Richter/in (2. Wahlgang);2008-06-01;none;election;;;;https://wab.sg.ch/election/ersatzwahl-richter-in-kreisgericht;abgeschlossen;4;4;2022-07-21T15:11:44+02:00;36.467230936480824
Änderung des Bundesgesetzes über die Betäubungsmittel und psychotropen Stoffe (Betäubungsmittelgesetz);2008-11-30;federation;vote;accepted;68.01030111521412;31.98969888478588;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-betaeubungsmittel-und-psychotropen-stoffe-betaeubungsmittelgesetz;abgeschlossen;88;88;2022-01-19T07:36:20+01:00;45.956905803682
Erneuerungswahl Kreisgericht Rheintal: 18 Richter/innen;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-18-richter-innen;abgeschlossen;13;13;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Rheintal: Gerichtspräsident/in;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-kreisgerichtspraesident-in-1;abgeschlossen;13;13;2022-07-12T14:43:56+02:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: Gerichtspräsident/in;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-kreisgerichtspraesident-in-1;abgeschlossen;14;14;2022-07-12T14:40:29+02:00;0.0
Bundesbeschluss zu einem Verfassungsartikel über die Forschung am Menschen;2010-03-07;federation;vote;accepted;73.78377728435042;26.21622271564958;https://wab.sg.ch/vote/bundesbeschluss-zu-einem-verfassungsartikel-ueber-die-forschung-am-menschen;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;41.63494682502083
Volksinitiative «Gegen Tierquälerei und für einen besseren Rechtsschutz der Tiere (Tierschutzanwalt-Initiative)»;2010-03-07;federation;vote;rejected;27.984116954137317;72.01588304586268;https://wab.sg.ch/vote/volksinitiative-gegen-tierquaelerei-und-fuer-einen-besseren-rechtsschutz-der-tiere-tierschutzanwalt-initiative;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;42.17176090046232
Kantonsratsbeschluss über die S-Bahn St.Gallen 2013;2010-09-26;canton;vote;accepted;80.75439533001567;19.24560466998433;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-s-bahn-st-gallen-2013;abgeschlossen;85;85;2022-01-19T07:36:21+01:00;38.99068739667847
