Titel;Datum;Verwaltungsebene;Typ;Resultat;Ja-Stimmen;Nein-Stimmen;URL;Status;Total der Gemeinden;Ausgezählte Gemeinden;Letzte Änderung;turnout
Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel (Fair-Food-lnitiative)»;2018-09-23;federation;vote;rejected;29.754229280081617;70.24577071991838;https://wab.sg.ch/vote/volksinitiative-fuer-gesunde-sowie-umweltfreundlich-und-fair-hergestellte-lebensmittel-fair-food-lnitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;37.259219853768975
Wahl Kreisgericht Werdenberg-Sarganserland: haupt-/teilamtliche/r Richter/in;2018-09-23;none;election;;;;https://wab.sg.ch/election/wahl-kreisgericht-werdenberg-sarganserland-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;14;14;2022-07-11T16:59:35+02:00;0.0
Volksinitiative «Für die Würde der landwirtschaftlichen Nutztiere (Hornkuh-Initiative)»;2018-11-25;federation;vote;rejected;41.08555441793128;58.91444558206872;https://wab.sg.ch/vote/volksinitiative-fuer-die-wuerde-der-landwirtschaftlichen-nutztiere-hornkuh-initiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;48.14064914992272
Volksinitiative «Schweizer Recht statt fremde Richter (Selbstbestimmungsinitiative)»;2018-11-25;federation;vote;rejected;39.11466501448883;60.88533498551117;https://wab.sg.ch/vote/volksinitiative-schweizer-recht-statt-fremde-richter-selbstbestimmungsinitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;48.224420401854715
Änderung des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten);2018-11-25;federation;vote;accepted;74.78139300069256;25.21860699930744;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-den-allgemeinen-teil-des-sozialversicherungsrechts-atsg-gesetzliche-grundlage-fuer-die-uberwachung-von-versicherten;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;48.175888717156106
Kantonsratsbeschluss über einen Sonderkredit für die IT-Bildungsoffensive;2019-02-10;canton;vote;accepted;69.838907938151;30.161092061849004;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-einen-sonderkredit-fuer-die-it-bildungsoffensive;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;34.71345051488865
Umsetzung einer Änderung der EU-Waffenrichtlinie (Weiterentwicklung von Schengen);2019-05-19;federation;vote;accepted;63.997725628036804;36.002274371963196;https://wab.sg.ch/vote/umsetzung-einer-anderung-der-eu-waffenrichtlinie-weiterentwicklung-von-schengen;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;42.00355993743889
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: nebenamtliche/r Richter/in;2019-06-30;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-werdenberg-sarganserland-nebenamtliche-r-richter-in-1-wahlgang;abgeschlossen;14;14;2022-07-12T16:57:38+02:00;20.620257340811612
Kantonsratsbeschluss über die Erstellung des Campus Wattwil (Ersatzneubau Kantonsschule Wattwil sowie Erneuerung und Erweiterung Berufs- und Weiterbildungszentrum Toggenburg);2019-11-17;canton;vote;accepted;78.61588463481353;21.384115365186474;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erstellung-des-campus-wattwil-ersatzneubau-kantonsschule-wattwil-sowie-erneuerung-und-erweiterung-berufs-und-weiterbildungszentrum-toggenburg;abgeschlossen;77;77;2022-01-19T07:36:22+01:00;34.14939310239971
Bundesgesetz über steuerliche Massnahmen zur Stärkung der Wettbewerbsfähigkeit des Unternehmensstandorts Schweiz (Unternehmenssteuerreformgesetz III);2017-02-12;federation;vote;rejected;41.32209488177407;58.67790511822593;https://wab.sg.ch/vote/bundesgesetz-ueber-steuerliche-massnahmen-zur-staerkung-der-wettbewerbsfaehigkeit-des-unternehmensstandorts-schweiz-unternehmenssteuerreformgesetz-iii;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;44.21204359179955
Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer;2017-09-24;federation;vote;rejected;43.51120200799479;56.48879799200521;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-zusatzfinanzierung-der-ahv-durch-eine-erhoehung-der-mehrwertsteuer;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;47.11849524705062
Volksinitiative «Abtreibungsfinanzierung ist Privatsache»;2014-02-09;federation;vote;rejected;42.354468077709726;57.645531922290274;https://wab.sg.ch/vote/volksinitiative-abtreibungsfinanzierung-ist-privatsache;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;55.3456781887435
Gripen-Fonds-Gesetz;2014-05-18;federation;vote;accepted;52.009078980033344;47.990921019966656;https://wab.sg.ch/vote/gripen-fonds-gesetz;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;54.11875087167653
Initiative für eine öffentliche Krankenkasse;2014-09-28;federation;vote;rejected;29.290951417444468;70.70904858255554;https://wab.sg.ch/vote/initiative-fuer-eine-oeffentliche-krankenkasse;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;43.81171605004632
Kantonsratsbeschluss über die Erneuerung und Erweiterung des Spitals Linth (2. Etappe);2014-11-30;canton;vote;accepted;79.71405167920173;20.28594832079827;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erneuerung-und-erweiterung-des-spitals-linth-2-etappe;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.20839103187536
Kantonsratsbeschluss über die Gewährung eines Darlehens an die Stiftung Ostschweizer Kinderspital für einen Neubau auf dem Areal des Kantonsspitals St.Gallen;2014-11-30;canton;vote;accepted;89.97832877923622;10.021671220763778;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-gewaehrung-eines-darlehens-an-die-stiftung-ostschweizer-kinderspital-fuer-einen-neubau-auf-dem-areal-des-kantonsspitals-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.74812734685465
Erneuerungswahl Kreisgericht Rheintal: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rheintal-kreisgerichtspraesident-in;abgeschlossen;13;13;2022-07-12T15:55:54+02:00;0.0
Erneuerungswahl Kreisgericht St.Gallen: 14 nebenamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/richter-innen-kreisgericht-st-gallen-1;abgeschlossen;9;9;2022-07-25T10:51:38+02:00;37.55146062686606
Erneuerungswahl Kreisgericht Toggenburg: 11 nebenamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-toggenburg-11-nebenamtliche-richter-innen;abgeschlossen;12;12;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Wil: 12 nebenamtliche Richter/innen (1. Wahlgang);2014-11-30;none;election;;;;https://wab.sg.ch/election/richter-innen-kreisgericht-wil;abgeschlossen;10;10;2022-07-14T17:43:06+02:00;34.46618754870552
Erneuerungswahl Kreisgericht Wil: 7 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-wil-7-haupt-oder-teilamtliche-richter-innen;abgeschlossen;10;10;2022-07-12T15:49:07+02:00;0.0
Volksinitiative «Keine Spekulation mit Nahrungsmitteln!»;2016-02-28;federation;vote;rejected;37.314051755813345;62.685948244186655;https://wab.sg.ch/vote/volksinitiative-keine-spekulation-mit-nahrungsmitteln;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;61.06812457999159
Kantonsratswahl 2016: Wahlkreis Sarganserland;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-sarganserland;abgeschlossen;8;8;2022-01-19T07:36:20+01:00;48.102441100235986
Kantonsratswahl 2016: Wahlkreis St.Gallen;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-st-gallen;abgeschlossen;9;9;2022-01-19T07:36:20+01:00;44.445760770840735
Kantonsratswahl 2016: Wahlkreis Toggenburg;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-toggenburg;abgeschlossen;12;12;2022-01-19T07:36:20+01:00;49.15398461790214
Kantonsratswahl 2016: Wahlkreis Werdenberg;2016-02-28;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2016-wahlkreis-werdenberg;abgeschlossen;6;6;2022-01-19T07:36:20+01:00;43.94230769230769
Änderung des Asylgesetzes (AsylG);2016-06-05;federation;vote;accepted;64.52133794694348;35.478662053056524;https://wab.sg.ch/vote/anderung-des-asylgesetzes-asylg;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;44.06365132868229
Volksinitiative «AHVplus: für eine starke AHV»;2016-09-25;federation;vote;rejected;33.165060846688384;66.83493915331161;https://wab.sg.ch/vote/volksinitiative-ahvplus-fuer-eine-starke-ahv;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;45.70979328108833
Einheitsinitiative «Ja zum Ausstieg aus dem HarmoS-Konkordat»;2016-09-25;canton;vote;rejected;30.418940779825533;69.58105922017447;https://wab.sg.ch/vote/einheitsinitiative-ja-zum-ausstieg-aus-dem-harmos-konkordat;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;43.41331714486549
Ersatzwahl Kreisgericht Wil: nebenamtliche/r Richter/in (1. Wahlgang);2016-09-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-nebenamtliche-r-richter-in;abgeschlossen;10;10;2022-01-20T16:28:33+01:00;36.572080606269374
Ersatzwahl Kreisgericht Wil: nebenamtliche/r Richter/in (2. Wahlgang);2016-11-27;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-wil-2-wahlgang;abgeschlossen;10;10;2022-07-12T16:01:04+02:00;36.102504518461146
Volksinitiative «6 Wochen Ferien für alle»;2012-03-11;federation;vote;rejected;28.628851226219204;71.37114877378079;https://wab.sg.ch/vote/volksinitiative-6-wochen-ferien-fuer-alle;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;45.99372381584303
Kantonsratswahl 2012: Wahlkreis Rorschach;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-rorschach;abgeschlossen;9;9;2022-01-19T07:36:20+01:00;38.08937437934459
Kantonsratswahl 2012: Wahlkreis Toggenburg;2012-03-11;district;election;;;;https://wab.sg.ch/election/kantonsratswahl-2012-wahlkreis-toggenburg;abgeschlossen;15;15;2022-01-19T07:36:20+01:00;39.76138541873224
Ersatzwahl Kreisgericht St.Gallen: 2 Richter/innen;2012-04-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richter-in-2;abgeschlossen;9;9;2022-07-21T16:22:27+02:00;0.0
Ersatzwahl Kreisgericht St.Gallen: Gerichtspräsident/in;2012-04-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-kreisgerichtspraesident-in;abgeschlossen;9;9;2022-07-12T15:32:11+02:00;0.0
Ersatzwahl Kreisgericht Rorschach: Richter/in (2. Wahlgang);2012-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rorschach-haupt-oder-teilamtliche-r-richter-in-2-wahlgang;abgeschlossen;9;9;2022-07-21T11:52:38+02:00;0.0
Ersatzwahl Kreisgericht Toggenburg: Richter/in;2012-09-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-toggenburg-haupt-oder-teilamtliche-r-richter-in;abgeschlossen;12;12;2022-07-21T11:51:44+02:00;0.0
Erneuerungswahl Kreisgericht St.Gallen: Richter/in (2.Wahlgang);2009-02-08;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richter-in-2-wahlgang;abgeschlossen;9;9;2022-07-21T11:35:57+02:00;0.0
Verfassungsartikel «Zukunft mit Komplementärmedizin»;2009-05-17;federation;vote;accepted;62.9631455931518;37.0368544068482;https://wab.sg.ch/vote/verfassungsartikel-zukunft-mit-komplementaermedizin;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;33.546823781608474
III. Nachtrag zur Kantonsverfassung (zuständiges Organ für Einbürgerungsbeschlüsse);2009-05-17;canton;vote;accepted;65.30691573838585;34.693084261614146;https://wab.sg.ch/vote/iii-nachtrag-zur-kantonsverfassung-zustaendiges-organ-fuer-einbuergerungsbeschluesse;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;31.475136121020302
Volksinitiative «Gegen den Bau von Minaretten»;2009-11-29;federation;vote;accepted;65.86861117562925;34.131388824370745;https://wab.sg.ch/vote/volksinitiative-gegen-den-bau-von-minaretten;abgeschlossen;86;86;2022-01-19T07:36:22+01:00;53.82212277637114
Ersatzwahl Kreisgericht Toggenburg: Richter/in;2009-11-29;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-toggenburg-haupt-oder-teilamtliche-r-richter-in-1;abgeschlossen;12;12;2022-07-21T11:40:55+02:00;0.0
Bundesgesetz über die Anpassung der kantonalen Beiträge für die innerkantonalen stationären Behandlungen nach dem Bundesgesetz über die Krankenversicherung;2003-02-09;federation;vote;accepted;74.11686863612414;25.88313136387586;https://wab.sg.ch/vote/bundesgesetz-ueber-die-anpassung-der-kantonalen-beitraege-fuer-die-innerkantonalen-stationaeren-behandlungen-nach-dem-bundesgesetz-ueber-die-krankenversicherung;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;28.46275337430083
Erneuerungswahl Gerichtskreis Gaster-See: 14 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-gaster-see-14-richter-innen;abgeschlossen;14;14;2022-01-19T07:36:18+01:00;0.0
Erneuerungswahl Gerichtskreis Gaster-See: 3 Gerichtspräsident/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-gaster-see-3-kreisgerichtspraesident-innen;abgeschlossen;14;14;2022-01-19T07:36:18+01:00;0.0
Erneuerungswahl Gerichtskreis Rheintal: 16 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-rheintal-16-richter-innen;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Gerichtskreis Werdenberg-Sarganserland: 16 Richter/innen;2003-02-09;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-gerichtskreis-werdenberg-sarganserland-16-richter-innen;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Gesetz über Ruhetag und Ladenöffnung;2003-05-18;canton;vote;rejected;47.783527511478695;52.216472488521305;https://wab.sg.ch/vote/gesetz-ueber-ruhetag-und-ladenoeffnung;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;47.109218208755536
«Bundesbeschluss über die Änderung der Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich (Präimplantationsdiagnostik)»;2015-06-14;federation;vote;accepted;51.98243565047248;48.01756434952752;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-anderung-der-verfassungsbestimmung-zur-fortpflanzungsmedizin-und-gentechnologie-im-humanbereich-praeimplantationsdiagnostik;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;42.24354062006263
Ersatzwahl Kreisgericht St.Gallen: Gerichtspräsident/in;2015-06-14;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-kreisgerichtspraesident-in-1;abgeschlossen;9;9;2022-07-12T11:27:17+02:00;0.0
Kantonsratsbeschluss über den Kantonsbeitrag und die Gewährung eines Darlehens an die Sanierung und Erweiterung der Geriatrischen Klinik St.Gallen;2015-11-15;canton;vote;accepted;84.05246897418442;15.947531025815579;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-kantonsbeitrag-und-die-gewaehrung-eines-darlehens-an-die-sanierung-und-erweiterung-der-geriatrischen-klinik-st-gallen;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;37.56732365778225
Ersatzwahl Kreisgericht Rheintal: Gerichtspräsident/in;2015-11-15;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-kreisgerichtspraesident-in;abgeschlossen;13;13;2022-07-12T11:26:12+02:00;0.0
Nachtrag zur Kantonsverfassung (Gemeindeverband und Zweckverband);2009-05-17;canton;vote;accepted;82.0189165950129;17.981083404987103;https://wab.sg.ch/vote/nachtrag-zur-kantonsverfassung-gemeindeverband-und-zweckverband;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;30.949427352949066
Bundesbeschluss über eine befristete Zusatzfinanzierung der Invalidenversicherung durch Anhebung der Mehrwertsteuersätze;2009-09-27;federation;vote;rejected;46.11479131678796;53.88520868321204;https://wab.sg.ch/vote/bundesbeschluss-ueber-eine-befristete-zusatzfinanzierung-der-invalidenversicherung-durch-anhebung-der-mehrwertsteuersaetze;abgeschlossen;86;86;2022-01-19T07:36:20+01:00;42.38789142134209
Gesetz über Beiträge an die Genossenschaft Konzert und Theater St.Gallen;2009-09-27;canton;vote;accepted;51.745795734208365;48.254204265791635;https://wab.sg.ch/vote/gesetz-ueber-beitraege-an-die-genossenschaft-konzert-und-theater-st-gallen;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;40.13998355494054
Einheitsinitiative «Für die Schaffung eines Berufsbildungsfonds (Lehrstelleninitiative)»;2009-09-27;canton;vote;rejected;37.40866690079919;62.59133309920081;https://wab.sg.ch/vote/einheitsinitiative-fuer-die-schaffung-eines-berufsbildungsfonds-lehrstelleninitiative;abgeschlossen;86;86;2022-01-19T07:36:21+01:00;40.433454331535074
Bundesbeschluss über die Finanzierung der AHV/IV durch Anhebung der Mehrwertsteuersätze;2004-05-16;federation;vote;rejected;31.626781984094993;68.37321801590501;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-finanzierung-der-ahv-iv-durch-anhebung-der-mehrwertsteuersaetze;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;46.93420381096569
Initiative für bezahlbare Krankenkassenprämien;2004-05-16;canton;vote;rejected;44.375630828858654;55.624369171141346;https://wab.sg.ch/vote/initiative-fuer-bezahlbare-krankenkassenpraemien;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;43.48160496705913
Volksinitiative «Postdienste für alle»;2004-09-26;federation;vote;rejected;42.51041245515745;57.48958754484255;https://wab.sg.ch/vote/volksinitiative-postdienste-fuer-alle;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;53.79037934545653
Gesetz über den Fonds Zukunft St.Gallen;2004-11-28;canton;vote;rejected;45.67475161037931;54.32524838962069;https://wab.sg.ch/vote/gesetz-ueber-den-fonds-zukunft-st-gallen;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;32.78777827124854
Volksinitiative «Für sauberes Trinkwasser und gesunde Nahrung – Keine Subventionen für den Pestizid- und den prophylaktischen Antibiotika-Einsatz»;2021-06-13;federation;vote;rejected;37.46498275480989;62.53501724519011;https://wab.sg.ch/vote/volksinitiative-fuer-sauberes-trinkwasser-und-gesunde-nahrung-keine-subventionen-fuer-den-pestizid-und-den-prophylaktischen-antibiotika-einsatz;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;59.766824418665045
Ersatzwahl Kreisgericht Rheintal: Gerichtspräsident/in;2021-06-13;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-kreisgerichtspraesident-in-2;abgeschlossen;13;13;2022-07-11T15:24:56+02:00;0.0
Ersatzwahl Kreisgericht St.Gallen: haupt-/teilamtliche/r Richter/in;2021-09-26;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-teilamtlicher-richter;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Bundesgesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare;2005-06-05;federation;vote;accepted;53.86024486744135;46.13975513255865;https://wab.sg.ch/vote/bundesgesetz-ueber-die-eingetragene-partnerschaft-gleichgeschlechtlicher-paare;abgeschlossen;89;89;2022-01-19T07:36:20+01:00;54.962078699452434
Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz);2005-11-27;federation;vote;rejected;47.41662850243557;52.58337149756443;https://wab.sg.ch/vote/bundesgesetz-ueber-die-arbeit-in-industrie-gewerbe-und-handel-arbeitsgesetz;abgeschlossen;89;89;2022-01-19T07:36:20+01:00;40.798147339339586
Ersatzwahl Gerichtskreis St.Gallen: Gerichtspräsident/in;2006-09-24;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-kreisgerichtspraesident;abgeschlossen;4;4;2022-01-19T07:36:19+01:00;0.0
Bundesgesetz vom 24. März 2006 über die Zusammenarbeit mit den Staaten Osteuropas;2006-11-26;federation;vote;rejected;46.59430319807678;53.40569680192322;https://wab.sg.ch/vote/bundesgesetz-vom-24-maerz-2006-ueber-die-zusammenarbeit-mit-den-staaten-osteuropas;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;41.71625767386534
Erneuerungswahl der st.gallischen Mitglieder des Ständerates (2. Wahlgang);2011-11-27;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates-2-wahlgang-1;abgeschlossen;85;85;2022-07-22T12:11:10+02:00;47.792028866655734
Ersatzwahl Kreisgericht Werdenberg-Sarganserland: Richter/in;2011-11-27;none;election;;;;https://wab.sg.ch/election/ersatzwahl-richter-in-2;abgeschlossen;14;14;2022-07-21T11:47:22+02:00;40.38004750593824
Änderung des Raumplanungsgesetzes;2013-03-03;federation;vote;accepted;64.34255008193213;35.65744991806787;https://wab.sg.ch/vote/anderung-des-raumplanungsgesetzes;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;43.78934183702814
Erneuerungswahl des Nationalrates;2007-10-21;federation;election;;;;https://wab.sg.ch/election/erneuerungswahl-des-nationalrates-1;abgeschlossen;88;88;2022-01-19T07:36:18+01:00;46.783031256457605
Ersatzwahl Gerichtskreis Rorschach: Richter/in;2007-11-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtskreis-rorschach-richter-in;abgeschlossen;9;9;2022-01-19T07:36:19+01:00;0.0
Änderung des Bundesgesetzes über den Strassentransitverkehr im Alpengebiet (STVG) (Sanierung Gotthard-Strassentunnel);2016-02-28;federation;vote;accepted;56.07113414203274;43.92886585796726;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-den-strassentransitverkehr-im-alpengebiet-stvg-sanierung-gotthard-strassentunnel;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;61.974400683318365
Erneuerungswahl der Mitglieder des Kantonsrates 2016;2016-02-28;canton;election_compound;;;;https://wab.sg.ch/elections/erneuerungswahl-der-mitglieder-des-kantonsrates-2016;abgeschlossen;8;8;2022-01-19T07:36:20+01:00;
Volksinitiative «Für ein bedingungsloses Grundeinkommen»;2016-06-05;federation;vote;rejected;18.577664218034705;81.4223357819653;https://wab.sg.ch/vote/volksinitiative-fuer-ein-bedingungsloses-grundeinkommen;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;44.3530610645136
Volksinitiative «Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)»;2016-09-25;federation;vote;rejected;30.253146853146852;69.74685314685314;https://wab.sg.ch/vote/volksinitiative-fuer-eine-nachhaltige-und-ressourceneffiziente-wirtschaft-gruene-wirtschaft;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;45.354685639084344
Ersatzwahl Kreisgericht Rheintal: haupt-/teilamtliche/r Richter/in;2016-09-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-haupt-oder-teilamtliche-r-richter-in-1;abgeschlossen;13;13;2022-07-12T11:20:55+02:00;0.0
Ersatzwahl Kreisgericht Rorschach: haupt-/teilamtliche/r Richter/in (1. Wahlgang);2016-09-25;none;election;;;;https://wab.sg.ch/election/ersatzwahl-haupt-teilamtliche-r-richter-in;abgeschlossen;9;9;2022-07-12T11:20:13+02:00;42.00408837172734
Volksinitiative «Für den geordneten Ausstieg aus der Atomenergie (Atomausstiegsinitiative)»;2016-11-27;federation;vote;rejected;39.86006013708977;60.13993986291023;https://wab.sg.ch/vote/volksinitiative-fuer-den-geordneten-ausstieg-aus-der-atomenergie-atomausstiegsinitiative;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;43.92006682998714
Volksinitiative Pädophile arbeiten nicht mehr mit Kindern;2014-05-18;federation;vote;accepted;63.385868918758185;36.614131081241815;https://wab.sg.ch/vote/volksinitiative-paedophile-arbeiten-nicht-mehr-mit-kindern;abgeschlossen;78;78;2022-01-19T07:36:22+01:00;53.96406790835668
Mindestlohn-Initiative;2014-05-18;federation;vote;rejected;18.338431909059416;81.66156809094059;https://wab.sg.ch/vote/mindestlohn-initiative;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;54.299108671121196
Kantonsratsbeschluss über Teilabbruch und Erweiterung der Kantonsschule Sargans;2014-09-28;canton;vote;accepted;78.01694734160152;21.983052658398478;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-teilabbruch-und-erweiterung-der-kantonsschule-sargans;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;40.38265766346228
Kantonsratsbeschluss über die Erneuerung und Erweiterung des Spitals Altstätten;2014-11-30;canton;vote;accepted;72.86860209951959;27.13139790048041;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-erneuerung-und-erweiterung-des-spitals-altstaetten;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;45.340104726879254
Erneuerungswahl Kreisgericht Rorschach: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-kreisgerichtspraesident-in;abgeschlossen;9;9;2022-07-12T15:54:38+02:00;0.0
Erneuerungswahl Kreisgericht St.Gallen: Gerichtspräsident/in;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-st-gallen-kreisgerichtspraesident-in;abgeschlossen;9;9;2022-07-12T15:52:44+02:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: 6 haupt-/teilamtliche Richter/innen;2014-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-6-haupt-oder-teilamtliche-richter-innen;abgeschlossen;14;14;2022-07-12T15:50:20+02:00;0.0
Volksinitiative «für den Beitritt der Schweiz zur Organisation der Vereinten Nationen (UNO)»;2002-03-03;federation;vote;rejected;46.48224467904928;53.51775532095072;https://wab.sg.ch/vote/volksinitiative-fuer-den-beitritt-der-schweiz-zur-organisation-der-vereinten-nationen-uno;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;61.816316951480275
Änderung des Schweizerischen Strafgesetzbuches (Schwangerschaftsabbruch);2002-06-02;federation;vote;accepted;58.841396696457494;41.158603303542506;https://wab.sg.ch/vote/anderung-des-schweizerischen-strafgesetzbuches-schwangerschaftsabbruch;abgeschlossen;90;90;2022-01-19T07:36:20+01:00;39.919075224675474
Volksinitiative «für Mutter und Kind»;2002-06-02;federation;vote;rejected;23.794081880826916;76.20591811917308;https://wab.sg.ch/vote/volksinitiative-fuer-mutter-und-kind;abgeschlossen;90;90;2022-01-19T07:36:22+01:00;39.6697825363364
Überschüssige Goldreserven in den AHV-Fonds (Goldinitiative);2002-09-22;federation;vote;proposal;51.349110580277625;48.650889419722375;https://wab.sg.ch/vote/uberschuessige-goldreserven-in-den-ahv-fonds-goldinitiative;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;43.13248606281393
