Datum;Bezeichnung;Standort;Arbeitstag;Wochentag;Tag Nr;Kennzahl;Anzahl Velos
2017-05-12;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";449
2017-05-14;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;191
2017-05-15;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";346
2017-05-15;Lindenstrasse 81;47.433406,9.394689;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";294
2017-05-15;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";693
2017-05-15;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";218
2017-05-15;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";416
2017-05-15;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";538
2017-05-16;Lindenstrasse 81;47.433406,9.394689;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";390
2017-05-16;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";807
2017-05-16;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";288
2017-05-17;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";455
2017-05-17;Lindenstrasse 81;47.433406,9.394689;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";393
2017-05-17;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";830
2017-05-17;Splügenweg / Olma;47.433074,9.38514;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";395
2017-05-17;Teufener Strasse 55;47.417852,9.367753;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";332
2017-05-18;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";352
2017-05-18;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";442
2017-05-18;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1544
2017-05-19;Lindenstrasse 81;47.433406,9.394689;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";220
2017-05-19;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";110
2017-05-19;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";247
2017-05-19;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";371
2017-05-19;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";172
2017-05-20;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;500
2017-05-20;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;416
2017-05-20;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Samstag;6;Tagesverkehr;126
2017-05-20;Teufener Strasse 55;47.417852,9.367753;Wochenende;Samstag;6;Tagesverkehr;135
2017-05-21;Lindenstrasse 81;47.433406,9.394689;Wochenende;Sonntag;7;Tagesverkehr;200
2017-05-21;Oberstrasse 149;47.414179,9.356962;Wochenende;Sonntag;7;Tagesverkehr;656
2017-05-21;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;440
2017-05-21;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;425
2017-05-21;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Sonntag;7;Tagesverkehr;251
2017-05-21;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;359
2017-05-21;Teufener Strasse 55;47.417852,9.367753;Wochenende;Sonntag;7;Tagesverkehr;131
2017-05-22;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1207
2017-05-22;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1008
2017-05-22;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";551
2017-05-22;Teufener Strasse 55;47.417852,9.367753;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";333
2017-05-23;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";282
2017-05-24;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";390
2017-05-24;Lindenstrasse 81;47.433406,9.394689;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";308
2017-05-24;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";416
2017-05-24;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";646
2017-05-25;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";250
2017-05-25;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";527
2017-05-25;Splügenweg / Olma;47.433074,9.38514;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";229
2017-05-26;Burgstrasse 12;47.419783,9.364792;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";470
2017-05-26;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";561
2017-05-28;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;166
2017-05-28;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;506
2017-05-28;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;314
2017-05-29;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";312
2017-05-30;Burgstrasse 12;47.419783,9.364792;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";541
2017-05-30;Splügenweg / Olma;47.433074,9.38514;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";392
2017-05-31;Burgstrasse 12;47.419783,9.364792;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";592
2017-05-31;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";910
2017-05-31;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";536
2017-06-01;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";306
2017-06-01;Splügenweg / Olma;47.433074,9.38514;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";340
2017-06-02;Lindenstrasse 81;47.433406,9.394689;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";335
2017-06-02;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";535
2017-06-02;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";693
2017-06-03;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;307
2017-06-03;Lindenstrasse 134;47.436818,9.4017;Wochenende;Samstag;6;Tagesverkehr;251
2017-06-03;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;651
2017-06-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;532
2017-06-03;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;959
2017-06-04;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;181
2017-06-04;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;392
2017-06-05;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";83
2017-06-06;Lindenstrasse 134;47.436818,9.4017;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";203
2017-06-06;Lindenstrasse 81;47.433406,9.394689;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";190
2017-06-06;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";565
2017-06-06;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";451
2017-06-07;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";376
2017-06-07;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1318
2017-06-08;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";955
2017-06-08;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";882
2017-06-08;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";259
2017-06-09;Burgstrasse 12;47.419783,9.364792;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";573
2017-06-09;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";579
2017-06-09;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";793
2017-06-10;Burgstrasse 12;47.419783,9.364792;Wochenende;Samstag;6;Tagesverkehr;260
2017-06-10;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;765
2017-06-10;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Samstag;6;Tagesverkehr;576
2017-06-11;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;221
2017-06-11;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;285
2017-06-11;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;575
2017-06-12;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";447
2017-06-12;Splügenweg / Olma;47.433074,9.38514;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";338
2017-06-13;Lindenstrasse 81;47.433406,9.394689;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";423
2017-06-13;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";572
2017-06-13;Teufener Strasse 55;47.417852,9.367753;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";301
2017-06-14;Burgstrasse 12;47.419783,9.364792;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";528
2017-06-14;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";446
2017-06-14;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";613
2017-06-14;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";639
2017-06-14;Teufener Strasse 55;47.417852,9.367753;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";270
2017-06-16;Lindenstrasse 81;47.433406,9.394689;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";322
2017-06-16;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";252
2017-06-16;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";249
2017-06-16;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1441
2017-06-17;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Samstag;6;Tagesverkehr;239
2017-06-17;Splügenweg / Olma;47.433074,9.38514;Wochenende;Samstag;6;Tagesverkehr;296
2017-06-17;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;1136
2017-06-18;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;468
2017-06-18;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;404
2017-06-19;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1577
2017-06-20;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1105
2017-06-20;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";941
2017-06-20;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";765
2017-06-21;Lindenstrasse 81;47.433406,9.394689;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";366
2017-06-21;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1537
2017-06-22;Museumstrasse;47.427214,9.379645;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";639
2017-06-22;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";278
2017-06-23;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";251
2017-06-25;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;194
2017-06-25;Rosenbergstrasse Veloweg;47.421245,9.359067;Wochenende;Sonntag;7;Tagesverkehr;327
2017-06-25;Splügenweg / Olma;47.433074,9.38514;Wochenende;Sonntag;7;Tagesverkehr;129
2017-06-25;Vadianstrasse 8;47.422903,9.372979;Wochenende;Sonntag;7;Tagesverkehr;457
2017-06-26;Burgstrasse 12;47.419783,9.364792;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";567
2017-06-26;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1681
2017-06-27;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";571
2017-06-27;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";781
2017-06-27;Vadianstrasse 8;47.422903,9.372979;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";1609
2017-06-28;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";151
2017-06-28;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";435
2017-06-29;Lindenstrasse 134;47.436818,9.4017;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";244
2017-06-29;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";221
2017-06-29;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";355
2017-06-29;Vadianstrasse 8;47.422903,9.372979;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";1054
2017-06-30;Burgstrasse 12;47.419783,9.364792;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";368
2017-06-30;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";461
2017-06-30;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";474
2017-06-30;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";185
2017-06-30;Vadianstrasse 8;47.422903,9.372979;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1206
2017-07-01;Lindenstrasse 81;47.433406,9.394689;Wochenende;Samstag;6;Tagesverkehr;165
2017-07-01;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Samstag;6;Tagesverkehr;331
2017-07-01;Oberstrasse 149;47.414179,9.356962;Wochenende;Samstag;6;Tagesverkehr;402
2017-07-01;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;426
2017-07-01;Teufener Strasse 55;47.417852,9.367753;Wochenende;Samstag;6;Tagesverkehr;123
2017-07-01;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;827
2017-07-02;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;47
2017-07-02;Lindenstrasse 81;47.433406,9.394689;Wochenende;Sonntag;7;Tagesverkehr;43
2017-07-02;Museumstrasse;47.427214,9.379645;Wochenende;Sonntag;7;Tagesverkehr;57
2017-07-03;Burgstrasse 12;47.419783,9.364792;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";407
2017-07-03;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";429
2017-07-03;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";632
2017-07-03;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";504
2017-07-03;Teufener Strasse 55;47.417852,9.367753;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";206
2017-07-03;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1229
2017-07-04;Lindenstrasse 81;47.433406,9.394689;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";386
2017-07-04;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";629
2017-07-05;Lindenstrasse 134;47.436818,9.4017;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";449
2017-07-05;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";859
2017-07-06;Lindenstrasse 81;47.433406,9.394689;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";409
2017-07-07;Lindenstrasse 134;47.436818,9.4017;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";386
2017-07-07;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";1002
2017-07-08;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;430
2017-07-08;St.Georgen / Mühlegg;47.419598,9.378749;Wochenende;Samstag;6;Tagesverkehr;401
2017-07-09;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;112
2017-07-09;Lindenstrasse 134;47.436818,9.4017;Wochenende;Sonntag;7;Tagesverkehr;179
2017-07-09;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Sonntag;7;Tagesverkehr;150
2017-07-09;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;246
2017-07-09;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;223
2017-07-10;Lindenstrasse 134;47.436818,9.4017;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";222
2017-07-10;Vadianstrasse 8;47.422903,9.372979;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";1101
2017-07-11;Lindenstrasse 134;47.436818,9.4017;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";323
2017-07-11;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";409
2017-07-11;Museumstrasse;47.427214,9.379645;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";492
2017-07-11;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";553
2017-07-12;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";148
2017-07-12;Splügenweg / Olma;47.433074,9.38514;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";299
2017-07-12;Vadianstrasse 8;47.422903,9.372979;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";1311
2017-07-13;Lindenstrasse 134;47.436818,9.4017;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";316
2017-07-13;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";889
2017-07-13;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";566
2017-07-13;Teufener Strasse 55;47.417852,9.367753;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";199
2017-07-14;Lindenstrasse 134;47.436818,9.4017;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";143
2017-07-14;Lindenstrasse 81;47.433406,9.394689;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";187
2017-07-14;Museumstrasse;47.427214,9.379645;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";315
2017-07-14;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";466
2017-07-14;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";358
2017-07-14;Teufener Strasse 55;47.417852,9.367753;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";145
2017-07-15;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Samstag;6;Tagesverkehr;282
2017-07-17;Museumstrasse;47.427214,9.379645;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";461
2017-07-18;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";531
2017-07-18;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";932
2017-07-18;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";467
2017-07-19;Museumstrasse;47.427214,9.379645;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";473
2017-07-19;Oberstrasse 149;47.414179,9.356962;Werktage;Mittwoch;3;"Tagesverkehr;Werktagsverkehr";858
2017-07-20;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";389
2017-07-20;Splügenweg / Olma;47.433074,9.38514;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";246
2017-07-21;Oberstrasse 149;47.414179,9.356962;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";762
2017-07-21;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";195
2017-07-22;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Samstag;6;Tagesverkehr;293
2017-07-22;Museumstrasse;47.427214,9.379645;Wochenende;Samstag;6;Tagesverkehr;311
2017-07-22;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Samstag;6;Tagesverkehr;436
2017-07-22;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Wochenende;Samstag;6;Tagesverkehr;175
2017-07-23;Lindenstrasse 81;47.433406,9.394689;Wochenende;Sonntag;7;Tagesverkehr;79
2017-07-23;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Sonntag;7;Tagesverkehr;167
2017-07-23;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Wochenende;Sonntag;7;Tagesverkehr;226
2017-07-23;St.Jakob-Strasse 84 / Olma;47.4322,9.382405;Wochenende;Sonntag;7;Tagesverkehr;204
2017-07-23;Teufener Strasse 55;47.417852,9.367753;Wochenende;Sonntag;7;Tagesverkehr;57
2017-07-24;Lindenstrasse 81;47.433406,9.394689;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";111
2017-07-24;Oberstrasse 149;47.414179,9.356962;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";365
2017-07-24;Teufener Strasse 55;47.417852,9.367753;Werktage;Montag;1;"Tagesverkehr;Werktagsverkehr";93
2017-07-25;Burgstrasse 12;47.419783,9.364792;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";223
2017-07-25;Lindenstrasse 134;47.436818,9.4017;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";113
2017-07-25;Oberstrasse 149;47.414179,9.356962;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";358
2017-07-25;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Dienstag;2;"Tagesverkehr;Werktagsverkehr";282
2017-07-27;Oberstrasse 149;47.414179,9.356962;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";526
2017-07-27;Sitterviadukt A1 / Gaiserwaldweg;47.42203,9.34464;Werktage;Donnerstag;4;"Tagesverkehr;Werktagsverkehr";132
2017-07-28;Rorschacher Strasse 61 / Singenberg;47.427438,9.384005;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";378
2017-07-28;Rosenbergstrasse Veloweg;47.421245,9.359067;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";324
2017-07-28;St.Georgen / Mühlegg;47.419598,9.378749;Werktage;Freitag;5;"Tagesverkehr;Werktagsverkehr";160
2017-07-29;Linsebühlstrasse / Singenbergstrasse;47.426377,9.386272;Wochenende;Samstag;6;Tagesverkehr;286
2017-07-29;Splügenweg / Olma;47.433074,9.38514;Wochenende;Samstag;6;Tagesverkehr;208
2017-07-29;Teufener Strasse 55;47.417852,9.367753;Wochenende;Samstag;6;Tagesverkehr;132
2017-07-29;Vadianstrasse 8;47.422903,9.372979;Wochenende;Samstag;6;Tagesverkehr;946
2017-07-30;Burgstrasse 12;47.419783,9.364792;Wochenende;Sonntag;7;Tagesverkehr;106
