BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2009;4645.4;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2010;4922.2;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2011;5069.8;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2012;5195.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2013;4962.1;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2014;4601;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2015;4699.3;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2016;4857.8;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2017;4714.1;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;78;Hochbau-Investitionen [Fr./Einw.];2018;4958.6;Fr./Einw.;Franken pro Einwohner/-in;
