T_Y;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;TAG_CO2-eq./a_Schweiz;TAG/a_Schweiz;TAG_CO2-eq./a_Stadt_St.Gallen;TAG/a_Stadt_St.Gallen
2018;Übrige Materialien;Kunststoff;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Mauerwerk;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Mobilität;Verbrennung;39.73327212;0;0.3524819505759261;0.0
2018;Übrige Materialien;Beton;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Mobilität;Verbrennung;1337.495537;20940;11.86519535427468;185.76300544209724
2018;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Deponie;73.71447441;739;0.6539361180031599;6.555819533032945
2018;Übrige Materialien;Stahl;Schweiz;Mobilität;Recycling;8762.806095;147731;77.73663783732226;1310.5517935514072
2018;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Produktion und Konsum;"Kompost/
Biogas";37873.74218;588878;335.98568169512555;5224.056691438937
2018;Übrige Materialien;Aluminium;Schweiz;Produktion und Konsum;Deponie;161.8534557;22009;1.4358349747861199;195.24632219556437
2018;Übrige Materialien;Aluminium;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion und Konsum;Deponie;394.7167366;48033;3.501612573501083;426.11052723974484
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion und Konsum;Recycling;159637.317;168078;1416.1751569547664;1491.0541752004215
2018;Übrige Materialien;Holz, Papier;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Produktion und Konsum;Verbrennung;395816.9728;772307;3511.37299294751;6851.292714611739
2018;Übrige Materialien;Mauerwerk;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Produktion und Konsum;Verbrennung;131584.5161;256744;1167.313045863421;2277.628322312599
2018;Wasser;Wasser;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
