T_Y;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;TAG_CO2-eq./a_Schweiz;TAG/a_Schweiz;TAG_CO2-eq./a_Stadt_St.Gallen;TAG/a_Stadt_St.Gallen
2018;Energie;Elektrizität;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Produktion und Konsum;Deponie;58.0363042;4750;0.5148518764538592;42.13821756685587
2018;Übrige Materialien;Asphalt;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
