T_h;Bad_ID;Name;TAG_Besucherstand_Bäder_dSSG;TAG_Max._Kapazität_der_Bäder_während_Corona;Bemerkung Max. Kapazitäten
2021-06-07T18:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;89;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-07T19:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;82;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-07T20:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;24;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T14:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;82;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T18:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;93;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T18:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;93;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T18:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;103;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T19:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;101;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-08T19:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;94;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-09T10:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;67;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-09T12:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;9;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-09T13:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;30;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-09T15:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;81;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-09T16:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;69;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-10T06:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;27;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-10T07:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;35;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-10T08:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;75;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-10T10:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;58;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-10T15:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;11;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T08:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;59;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T08:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;65;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T11:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;42;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T11:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;43;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T12:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;13;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T14:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;68;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T14:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;73;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T15:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;72;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T16:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;72;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T17:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;84;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T18:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;95;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T18:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;91;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T19:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;83;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-11T19:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;87;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T10:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;63;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T11:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;63;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T13:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;50;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T14:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;64;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T14:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;37;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-12T15:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;72;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T08:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;18;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T09:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;18;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T11:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;44;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T11:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;47;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T12:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;49;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T13:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;59;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T15:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;52;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T15:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;59;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-13T16:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;60;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T10:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;41;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T11:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;18;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T13:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;23;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T14:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;36;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T14:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;35;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T17:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;59;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T17:15:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;67;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T19:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;28;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-14T20:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-15T05:45:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;17;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-15T06:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;20;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-15T08:00:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;17;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-06-15T10:30:00+02:00;c5ed761e9a9100;Hallenbad Blumenwies;66;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-05T10:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-05T13:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-05T14:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;79;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-06T15:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;7;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-06T19:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;21;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-08T13:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;7;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-08T16:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;16;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-08T17:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;35;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-08T19:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-09T15:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-10T11:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;7;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-10T15:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-11T17:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;14;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-12T14:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;61;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-12T18:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;35;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-13T18:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;14;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-14T17:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;13;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-15T17:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;15;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-15T17:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;17;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-16T11:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;26;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-17T11:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;2;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-17T13:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-17T13:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;2;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-19T13:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;9;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-19T14:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;95;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-19T17:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;26;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-19T18:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;43;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-20T16:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;13;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-20T17:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;19;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-20T17:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;21;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-20T18:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;25;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-20T18:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;36;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-21T13:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;58;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-21T16:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;10;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-21T17:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;14;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-21T18:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;30;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-22T16:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;7;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-22T16:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;6;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-22T16:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;26;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-22T19:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T12:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;36;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T13:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;22;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T13:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;8;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T14:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;14;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T14:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;17;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-23T15:15:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;0;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-24T10:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;9;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-25T13:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;20;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-25T14:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;21;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-25T15:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;12;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-25T16:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;5;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-25T18:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;25;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-26T17:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;34;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-26T18:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;36;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-26T19:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;40;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-27T13:45:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;12;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-27T14:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;16;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-27T15:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;33;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-27T16:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;19;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-28T14:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;68;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-28T16:00:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;14;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-28T16:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;15;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
2021-01-29T13:30:00+01:00;c5ed761e9a9100;Hallenbad Blumenwies;5;105;Vom 13.05.20 bis 30.5.20 normal geöffnet für Kinder (ohne Begrenzung), für Erwachsene in buchbaren Slots max. 15 Personen
