h_date;h__;d_date;d__;M_date;M__;Y_date;Y__
;;2022-06-24;7.00;2022-06;6.00;2022;1.00
;;2022-08-25;0.00;2022-08;0.00;;
;;2022-05-30;10.00;2022-05;5.00;;
;;2022-09-14;0.00;2022-09;22.00;;
;;2022-10-21;0.00;2022-10;0.00;;
;;2022-05-05;10.00;2022-04;1.00;;
;;2022-05-18;10.00;2022-07;1.00;;
;;2022-06-22;6.00;;;;
;;2022-04-12;1.00;;;;
;;2022-07-08;3.00;;;;
;;2022-09-15;0.00;;;;
;;2022-09-27;22.00;;;;
;;2022-05-30;5.00;;;;
;;2022-07-01;19.00;;;;
;;2022-07-28;1.00;;;;
